county,precinct,office,district,candidate,party,votes,yes_votes,no_votes
Denver,1330816808,U.S. Senate,,Danny Skelly,Unaffiliated,0,0,0
Denver,1330816808,U.S. Senate,,Bruce Lohmiller,Green Party,0,0,0
Denver,1330816808,U.S. Senate,,Michael Sanchez,Unaffiliated,0,0,0
Denver,1330816808,U.S. House,1,Shane Bolling,Republican Party,76,0,0
Denver,1330816808,U.S. House,1,Diana DeGette,Democratic Party,1064,0,0
Denver,1330816808,U.S. House,1,Paul Noel Fiorino,Unity Party of Colorado,13,0,0
Denver,1330816808,U.S. House,1,Jan Kok,Approval Voting Party,3,0,0
Denver,1330816808,U.S. House,1,Kyle Furey,Libertarian Party,23,0,0
Denver,1330816808,State Board Of Education - District 1,,Sydnnia Wulff,Republican Party,88,0,0
Denver,1330816808,State Board Of Education - District 1,,Lisa Escárcega,Democratic Party,1055,0,0
Denver,1330816808,State Board Of Education - District 1,,Zachary Laddison,Approval Voting Party,10,0,0
Denver,1330816808,State Board Of Education - District 1,,Alan Hayman,Libertarian Party,30,0,0
Denver,1330816808,State Senate,33,James Rashad Coleman,Democratic Party,1097,0,0
Denver,1330816808,State Senate,33,Jerry Burton,Unity Party of Colorado,57,0,0
Denver,1330816808,State House,8,Leslie Herod,Democratic Party,1067,0,0
Denver,1330816808,District Attorney - District 2,,Beth McCann,Democratic Party,1043,0,0
Denver,1330816808,District Attorney - District 2,,William F. Robinson III,Libertarian Party,115,0,0
Denver,1330816808,Supreme Court,,Melissa Hart,,0,889,201
Denver,1330816808,Supreme Court,,Carlos A. Samour Jr.,,0,825,247
Denver,1330816808,Court of Appeals,,Ted C. Tow III,,0,761,289
Denver,1330816808,Court of Appeals,,Craig R. Welling,,0,783,250
Denver,1330816808,"District Court, 2nd Judicial District",,Christopher J. Baumann,,0,793,240
Denver,1330816808,"District Court, 2nd Judicial District",,Martin Foster Egelhoff,,0,737,288
Denver,1330816808,"District Court, 2nd Judicial District",,John Eric Elliff,,0,704,321
Denver,1330816808,"District Court, 2nd Judicial District",,A. Bruce Jones,,0,735,299
Denver,1330816808,"District Court, 2nd Judicial District",,Michael J. Vallejos,,0,786,244
Denver,1330816808,Denver Probate Court,,Elizabeth D. Leith,,0,818,214
Denver,1330816808,"County Court, Denver",,Beth Ann Faragher,,0,787,222
Denver,1330816808,"County Court, Denver",,Isabel Pallares,,0,722,284
Denver,1330816808,"County Court, Denver",,Nicole M. Rodarte,,0,781,222
Denver,1330816808,"County Court, Denver",,Andre L. Rudolph,,0,777,224
Denver,1330816808,"County Court, Denver",,Barry A. Schwartz,,0,622,371
Denver,1330816808,"County Court, Denver",,Frances E. Simonet,,0,785,208
Denver,1330816808,"County Court, Denver",,Theresa Spahn,,0,767,237
Denver,1330816808,Amendment B (CONSTITUTIONAL),,,,0,757,290
Denver,1330816808,Amendment C (CONSTITUTIONAL),,,,0,709,425
Denver,1330816808,Amendment 76 (CONSTITUTIONAL),,,,0,568,614
Denver,1330816808,Amendment 77 (CONSTITUTIONAL),,,,0,795,354
Denver,1330816808,Proposition EE (STATUTORY),,,,0,820,367
Denver,1330816808,Proposition 113 (STATUTORY),,,,0,973,213
Denver,1330816808,Proposition 114 (STATUTORY),,,,0,757,428
Denver,1330816808,Proposition 115 (STATUTORY),,,,0,308,908
Denver,1330816808,Proposition 116 (STATUTORY),,,,0,629,557
Denver,1330816808,Proposition 117 (STATUTORY),,,,0,476,668
Denver,1330816808,Proposition 118 (STATUTORY),,,,0,1046,166
Denver,1330816810,President,,Joseph R. Biden / Kamala D. Harris,Democratic Party,1253,0,0
Denver,1330816810,President,,Donald J. Trump / Michael R. Pence,Republican Party,142,0,0
Denver,1330816810,President,,Don Blankenship / William Mohr,American Constitution Party,1,0,0
Denver,1330816810,President,,Bill Hammons / Eric Bodenstab,Unity Party of Colorado,0,0,0
Denver,1330816810,President,,Howie Hawkins / Angela Nicole Walker,Green Party,7,0,0
Denver,1330816810,President,,Blake Huber / Frank Atwood,Approval Voting Party,0,0,0
Denver,1330816810,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian Party,12,0,0
Denver,1330816810,President,,Brian Carroll / Amar Patel,American Solidarity Party,0,0,0
Denver,1330816810,President,,Mark Charles / Adrian Wallace,Unaffiliated,0,0,0
Denver,1330816810,President,,Phil Collins / Billy Joe Parker,Prohibition Party,0,0,0
Denver,1330816810,President,,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",Alliance Party,0,0,0
Denver,1330816810,President,,Dario Hunter / Dawn Neptune Adams,Progressive Party,0,0,0
Denver,1330816810,President,,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,Unaffiliated,3,0,0
Denver,1330816810,President,,Alyson Kennedy / Malcolm Jarrett,Socialist Workers Party,0,0,0
Denver,1330816810,President,,Joseph Kishore / Norissa Santa Cruz,Socialist Equality Party,0,0,0
Denver,1330816810,President,,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,Independent American Party,0,0,0
Denver,1330816810,President,,Gloria La Riva / Sunil Freeman,Socialism and Liberation,5,0,0
Denver,1330816810,President,,Joe McHugh / Elizabeth Storm,Unaffiliated,0,0,0
Denver,1330816810,President,,Brock Pierce / Karla Ballard,Unaffiliated,0,0,0
Denver,1330816810,President,,"Jordan ""Cancer"" Scott / Jennifer Tepool",Unaffiliated,0,0,0
Denver,1330816810,President,,Kanye West / Michelle Tidball,Unaffiliated,2,0,0
Denver,1330816810,President,,Kasey Wells / Rachel Wells,No Party Affiliation,0,0,0
Denver,1330816810,President,,Todd Cella / Timothy Bryan Cella,Independent,0,0,0
Denver,1330816810,President,,Tom Hoefling / Andy Prior,Unaffiliated / No Party Affiliation,0,0,0
Denver,1330816810,U.S. Senate,,John W. Hickenlooper,Democratic Party,1232,0,0
Denver,1330816810,U.S. Senate,,Cory Gardner,Republican Party,161,0,0
Denver,1330816810,U.S. Senate,,Daniel Doyle,Approval Voting Party,6,0,0
Denver,1330816810,U.S. Senate,,"Stephan ""Seku"" Evans",Unity Party of Colorado,11,0,0
Denver,1330816810,U.S. Senate,,Raymon Anthony Doane,Libertarian Party,15,0,0
Denver,1330816810,U.S. Senate,,Danny Skelly,Unaffiliated,0,0,0
Denver,1330816810,U.S. Senate,,Bruce Lohmiller,Green Party,0,0,0
Denver,1330816810,U.S. Senate,,Michael Sanchez,Unaffiliated,0,0,0
Denver,1330816810,U.S. House,1,Shane Bolling,Republican Party,140,0,0
Denver,1330816810,U.S. House,1,Diana DeGette,Democratic Party,1172,0,0
Denver,1330816810,U.S. House,1,Paul Noel Fiorino,Unity Party of Colorado,9,0,0
Denver,1330816810,U.S. House,1,Jan Kok,Approval Voting Party,5,0,0
Denver,1330816810,U.S. House,1,Kyle Furey,Libertarian Party,17,0,0
Denver,1330816810,State Board Of Education - District 1,,Sydnnia Wulff,Republican Party,140,0,0
Denver,1330816810,State Board Of Education - District 1,,Lisa Escárcega,Democratic Party,1174,0,0
Denver,1330816810,State Board Of Education - District 1,,Zachary Laddison,Approval Voting Party,11,0,0
Denver,1330816810,State Board Of Education - District 1,,Alan Hayman,Libertarian Party,27,0,0
Denver,1330816810,State Senate,33,James Rashad Coleman,Democratic Party,1199,0,0
Denver,1330816810,State Senate,33,Jerry Burton,Unity Party of Colorado,95,0,0
Denver,1330816810,State House,8,Leslie Herod,Democratic Party,1216,0,0
Denver,1330816810,District Attorney - District 2,,Beth McCann,Democratic Party,1161,0,0
Denver,1330816810,District Attorney - District 2,,William F. Robinson III,Libertarian Party,136,0,0
Denver,1330816810,Supreme Court,,Melissa Hart,,0,1017,155
Denver,1330816810,Supreme Court,,Carlos A. Samour Jr.,,0,955,194
Denver,1330816810,Court of Appeals,,Ted C. Tow III,,0,881,255
Denver,1330816810,Court of Appeals,,Craig R. Welling,,0,889,239
Denver,1330816810,"District Court, 2nd Judicial District",,Christopher J. Baumann,,0,912,210
Denver,1330816810,"District Court, 2nd Judicial District",,Martin Foster Egelhoff,,0,865,248
Denver,1330816810,"District Court, 2nd Judicial District",,John Eric Elliff,,0,864,244
Denver,1330816810,"District Court, 2nd Judicial District",,A. Bruce Jones,,0,851,258
Denver,1330816810,"District Court, 2nd Judicial District",,Michael J. Vallejos,,0,927,197
Denver,1330816810,Denver Probate Court,,Elizabeth D. Leith,,0,959,164
Denver,1330816810,"County Court, Denver",,Beth Ann Faragher,,0,913,177
Denver,1330816810,"County Court, Denver",,Isabel Pallares,,0,809,268
Denver,1330816810,"County Court, Denver",,Nicole M. Rodarte,,0,892,182
Denver,1330816810,"County Court, Denver",,Andre L. Rudolph,,0,898,179
Denver,1330816810,"County Court, Denver",,Barry A. Schwartz,,0,701,374
Denver,1330816810,"County Court, Denver",,Frances E. Simonet,,0,910,162
Denver,1330816810,"County Court, Denver",,Theresa Spahn,,0,885,195
Denver,1330816810,Amendment B (CONSTITUTIONAL),,,,0,886,295
Denver,1330816810,Amendment C (CONSTITUTIONAL),,,,0,897,395
Denver,1330816810,Amendment 76 (CONSTITUTIONAL),,,,0,537,835
Denver,1330816810,Amendment 77 (CONSTITUTIONAL),,,,0,993,331
Denver,1330816810,Proposition EE (STATUTORY),,,,0,1068,320
Denver,1330816810,Proposition 113 (STATUTORY),,,,0,1126,243
Denver,1330816810,Proposition 114 (STATUTORY),,,,0,1013,360
Denver,1330816810,Proposition 115 (STATUTORY),,,,0,257,1145
Denver,1330816810,Proposition 116 (STATUTORY),,,,0,565,806
Denver,1330816810,Proposition 117 (STATUTORY),,,,0,502,813
Denver,1330816810,Proposition 118 (STATUTORY),,,,0,1164,219
Denver,1330816811,President,,Joseph R. Biden / Kamala D. Harris,Democratic Party,851,0,0
Denver,1330816811,President,,Donald J. Trump / Michael R. Pence,Republican Party,68,0,0
Denver,1330816811,President,,Don Blankenship / William Mohr,American Constitution Party,1,0,0
Denver,1330816811,President,,Bill Hammons / Eric Bodenstab,Unity Party of Colorado,0,0,0
Denver,1330816811,President,,Howie Hawkins / Angela Nicole Walker,Green Party,6,0,0
Denver,1330816811,President,,Blake Huber / Frank Atwood,Approval Voting Party,0,0,0
Denver,1330816811,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian Party,11,0,0
Denver,1330816811,President,,Brian Carroll / Amar Patel,American Solidarity Party,0,0,0
Denver,1330816811,President,,Mark Charles / Adrian Wallace,Unaffiliated,0,0,0
Denver,1330816811,President,,Phil Collins / Billy Joe Parker,Prohibition Party,0,0,0
Denver,1330816811,President,,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",Alliance Party,0,0,0
Denver,1330816811,President,,Dario Hunter / Dawn Neptune Adams,Progressive Party,0,0,0
Denver,1330816811,President,,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,Unaffiliated,1,0,0
Denver,1330816811,President,,Alyson Kennedy / Malcolm Jarrett,Socialist Workers Party,0,0,0
Denver,1330816811,President,,Joseph Kishore / Norissa Santa Cruz,Socialist Equality Party,0,0,0
Denver,1330816811,President,,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,Independent American Party,0,0,0
Denver,1330816811,President,,Gloria La Riva / Sunil Freeman,Socialism and Liberation,0,0,0
Denver,1330816811,President,,Joe McHugh / Elizabeth Storm,Unaffiliated,2,0,0
Denver,1330816811,President,,Brock Pierce / Karla Ballard,Unaffiliated,0,0,0
Denver,1330816811,President,,"Jordan ""Cancer"" Scott / Jennifer Tepool",Unaffiliated,0,0,0
Denver,1330816811,President,,Kanye West / Michelle Tidball,Unaffiliated,1,0,0
Denver,1330816811,President,,Kasey Wells / Rachel Wells,No Party Affiliation,0,0,0
Denver,1330816811,President,,Todd Cella / Timothy Bryan Cella,Independent,0,0,0
Denver,1330816811,President,,Tom Hoefling / Andy Prior,Unaffiliated / No Party Affiliation,0,0,0
Denver,1330816811,U.S. Senate,,John W. Hickenlooper,Democratic Party,844,0,0
Denver,1330816811,U.S. Senate,,Cory Gardner,Republican Party,77,0,0
Denver,1330816811,U.S. Senate,,Daniel Doyle,Approval Voting Party,3,0,0
Denver,1330816811,U.S. Senate,,"Stephan ""Seku"" Evans",Unity Party of Colorado,2,0,0
Denver,1330816811,U.S. Senate,,Raymon Anthony Doane,Libertarian Party,10,0,0
Denver,1330816811,U.S. Senate,,Danny Skelly,Unaffiliated,0,0,0
Denver,1330816811,U.S. Senate,,Bruce Lohmiller,Green Party,0,0,0
Denver,1330816811,U.S. Senate,,Michael Sanchez,Unaffiliated,0,0,0
Denver,1330816811,U.S. House,1,Shane Bolling,Republican Party,74,0,0
Denver,1330816811,U.S. House,1,Diana DeGette,Democratic Party,797,0,0
Denver,1330816811,U.S. House,1,Paul Noel Fiorino,Unity Party of Colorado,10,0,0
Denver,1330816811,U.S. House,1,Jan Kok,Approval Voting Party,5,0,0
Denver,1330816811,U.S. House,1,Kyle Furey,Libertarian Party,18,0,0
Denver,1330816811,State Board Of Education - District 1,,Sydnnia Wulff,Republican Party,70,0,0
Denver,1330816811,State Board Of Education - District 1,,Lisa Escárcega,Democratic Party,798,0,0
Denver,1330816811,State Board Of Education - District 1,,Zachary Laddison,Approval Voting Party,5,0,0
Denver,1330816811,State Board Of Education - District 1,,Alan Hayman,Libertarian Party,26,0,0
Denver,1330816811,State Senate,33,James Rashad Coleman,Democratic Party,822,0,0
Denver,1330816811,State Senate,33,Jerry Burton,Unity Party of Colorado,50,0,0
Denver,1330816811,State House,8,Leslie Herod,Democratic Party,810,0,0
Denver,1330816811,District Attorney - District 2,,Beth McCann,Democratic Party,789,0,0
Denver,1330816811,District Attorney - District 2,,William F. Robinson III,Libertarian Party,92,0,0
Denver,1330816811,Supreme Court,,Melissa Hart,,0,706,95
Denver,1330816811,Supreme Court,,Carlos A. Samour Jr.,,0,654,139
Denver,1330816811,Court of Appeals,,Ted C. Tow III,,0,601,175
Denver,1330816811,Court of Appeals,,Craig R. Welling,,0,609,163
Denver,1330816811,"District Court, 2nd Judicial District",,Christopher J. Baumann,,0,634,141
Denver,1330816811,"District Court, 2nd Judicial District",,Martin Foster Egelhoff,,0,579,189
Denver,1330816811,"District Court, 2nd Judicial District",,John Eric Elliff,,0,599,169
Denver,1330816811,"District Court, 2nd Judicial District",,A. Bruce Jones,,0,598,166
Denver,1330816811,"District Court, 2nd Judicial District",,Michael J. Vallejos,,0,628,143
Denver,1330816811,Denver Probate Court,,Elizabeth D. Leith,,0,656,115
Denver,1330816811,"County Court, Denver",,Beth Ann Faragher,,0,633,118
Denver,1330816811,"County Court, Denver",,Isabel Pallares,,0,552,194
Denver,1330816811,"County Court, Denver",,Nicole M. Rodarte,,0,609,135
Denver,1330816811,"County Court, Denver",,Andre L. Rudolph,,0,617,126
Denver,1330816811,"County Court, Denver",,Barry A. Schwartz,,0,457,283
Denver,1330816811,"County Court, Denver",,Frances E. Simonet,,0,641,103
Denver,1330816811,"County Court, Denver",,Theresa Spahn,,0,616,125
Denver,1330816811,Amendment B (CONSTITUTIONAL),,,,0,614,197
Denver,1330816811,Amendment C (CONSTITUTIONAL),,,,0,611,240
Denver,1330816811,Amendment 76 (CONSTITUTIONAL),,,,0,275,616
Denver,1330816811,Amendment 77 (CONSTITUTIONAL),,,,0,655,210
Denver,1330816811,Proposition EE (STATUTORY),,,,0,711,188
Denver,1330816811,Proposition 113 (STATUTORY),,,,0,750,143
Denver,1330816811,Proposition 114 (STATUTORY),,,,0,706,188
Denver,1330816811,Proposition 115 (STATUTORY),,,,0,128,767
Denver,1330816811,Proposition 116 (STATUTORY),,,,0,330,566
Denver,1330816811,Proposition 117 (STATUTORY),,,,0,316,541
Denver,1330816811,Proposition 118 (STATUTORY),,,,0,798,100
Denver,1330816812,President,,Joseph R. Biden / Kamala D. Harris,Democratic Party,847,0,0
Denver,1330816812,President,,Donald J. Trump / Michael R. Pence,Republican Party,93,0,0
Denver,1330816812,President,,Don Blankenship / William Mohr,American Constitution Party,0,0,0
Denver,1330816812,President,,Bill Hammons / Eric Bodenstab,Unity Party of Colorado,1,0,0
Denver,1330816812,President,,Howie Hawkins / Angela Nicole Walker,Green Party,4,0,0
Denver,1330816812,President,,Blake Huber / Frank Atwood,Approval Voting Party,1,0,0
Denver,1330816812,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian Party,11,0,0
Denver,1330816812,President,,Brian Carroll / Amar Patel,American Solidarity Party,3,0,0
Denver,1330816812,President,,Mark Charles / Adrian Wallace,Unaffiliated,1,0,0
Denver,1330816812,President,,Phil Collins / Billy Joe Parker,Prohibition Party,0,0,0
Denver,1330816812,President,,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",Alliance Party,0,0,0
Denver,1330816812,President,,Dario Hunter / Dawn Neptune Adams,Progressive Party,0,0,0
Denver,1330816812,President,,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,Unaffiliated,1,0,0
Denver,1330816812,President,,Alyson Kennedy / Malcolm Jarrett,Socialist Workers Party,1,0,0
Denver,1330816812,President,,Joseph Kishore / Norissa Santa Cruz,Socialist Equality Party,0,0,0
Denver,1330816812,President,,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,Independent American Party,0,0,0
Denver,1330816812,President,,Gloria La Riva / Sunil Freeman,Socialism and Liberation,1,0,0
Denver,1330816812,President,,Joe McHugh / Elizabeth Storm,Unaffiliated,0,0,0
Denver,1330816812,President,,Brock Pierce / Karla Ballard,Unaffiliated,0,0,0
Denver,1330816812,President,,"Jordan ""Cancer"" Scott / Jennifer Tepool",Unaffiliated,0,0,0
Denver,1330816812,President,,Kanye West / Michelle Tidball,Unaffiliated,1,0,0
Denver,1330816812,President,,Kasey Wells / Rachel Wells,No Party Affiliation,0,0,0
Denver,1330816812,President,,Todd Cella / Timothy Bryan Cella,Independent,0,0,0
Denver,1330816812,President,,Tom Hoefling / Andy Prior,Unaffiliated / No Party Affiliation,0,0,0
Denver,1330816812,U.S. Senate,,John W. Hickenlooper,Democratic Party,843,0,0
Denver,1330816812,U.S. Senate,,Cory Gardner,Republican Party,102,0,0
Denver,1330816812,U.S. Senate,,Daniel Doyle,Approval Voting Party,2,0,0
Denver,1330816812,U.S. Senate,,"Stephan ""Seku"" Evans",Unity Party of Colorado,8,0,0
Denver,1330816812,U.S. Senate,,Raymon Anthony Doane,Libertarian Party,5,0,0
Denver,1330816812,U.S. Senate,,Danny Skelly,Unaffiliated,0,0,0
Denver,1330816812,U.S. Senate,,Bruce Lohmiller,Green Party,1,0,0
Denver,1330816812,U.S. Senate,,Michael Sanchez,Unaffiliated,0,0,0
Denver,1330816812,U.S. House,1,Shane Bolling,Republican Party,97,0,0
Denver,1330816812,U.S. House,1,Diana DeGette,Democratic Party,800,0,0
Denver,1330816812,U.S. House,1,Paul Noel Fiorino,Unity Party of Colorado,7,0,0
Denver,1330816812,U.S. House,1,Jan Kok,Approval Voting Party,5,0,0
Denver,1330816812,U.S. House,1,Kyle Furey,Libertarian Party,9,0,0
Denver,1330816812,State Board Of Education - District 1,,Sydnnia Wulff,Republican Party,93,0,0
Denver,1330816812,State Board Of Education - District 1,,Lisa Escárcega,Democratic Party,801,0,0
Denver,1330816812,State Board Of Education - District 1,,Zachary Laddison,Approval Voting Party,7,0,0
Denver,1330816812,State Board Of Education - District 1,,Alan Hayman,Libertarian Party,18,0,0
Denver,1330816812,State Senate,33,James Rashad Coleman,Democratic Party,817,0,0
Denver,1330816812,State Senate,33,Jerry Burton,Unity Party of Colorado,72,0,0
Denver,1330816812,State House,8,Leslie Herod,Democratic Party,829,0,0
Denver,1330816812,District Attorney - District 2,,Beth McCann,Democratic Party,765,0,0
Denver,1330816812,District Attorney - District 2,,William F. Robinson III,Libertarian Party,107,0,0
Denver,1330816812,Supreme Court,,Melissa Hart,,0,695,126
Denver,1330816812,Supreme Court,,Carlos A. Samour Jr.,,0,660,154
Denver,1330816812,Court of Appeals,,Ted C. Tow III,,0,599,195
Denver,1330816812,Court of Appeals,,Craig R. Welling,,0,611,177
Denver,1330816812,"District Court, 2nd Judicial District",,Christopher J. Baumann,,0,627,151
Denver,1330816812,"District Court, 2nd Judicial District",,Martin Foster Egelhoff,,0,581,195
Denver,1330816812,"District Court, 2nd Judicial District",,John Eric Elliff,,0,554,216
Denver,1330816812,"District Court, 2nd Judicial District",,A. Bruce Jones,,0,565,206
Denver,1330816812,"District Court, 2nd Judicial District",,Michael J. Vallejos,,0,606,173
Denver,1330816812,Denver Probate Court,,Elizabeth D. Leith,,0,640,135
Denver,1330816812,"County Court, Denver",,Beth Ann Faragher,,0,609,154
Denver,1330816812,"County Court, Denver",,Isabel Pallares,,0,542,221
Denver,1330816812,"County Court, Denver",,Nicole M. Rodarte,,0,605,162
Denver,1330816812,"County Court, Denver",,Andre L. Rudolph,,0,611,152
Denver,1330816812,"County Court, Denver",,Barry A. Schwartz,,0,464,287
Denver,1330816812,"County Court, Denver",,Frances E. Simonet,,0,653,114
Denver,1330816812,"County Court, Denver",,Theresa Spahn,,0,600,159
Denver,1330816812,Amendment B (CONSTITUTIONAL),,,,0,595,228
Denver,1330816812,Amendment C (CONSTITUTIONAL),,,,0,582,301
Denver,1330816812,Amendment 76 (CONSTITUTIONAL),,,,0,317,612
Denver,1330816812,Amendment 77 (CONSTITUTIONAL),,,,0,646,249
Denver,1330816812,Proposition EE (STATUTORY),,,,0,735,200
Denver,1330816812,Proposition 113 (STATUTORY),,,,0,752,182
Denver,1330816812,Proposition 114 (STATUTORY),,,,0,700,227
Denver,1330816812,Proposition 115 (STATUTORY),,,,0,146,795
Denver,1330816812,Proposition 116 (STATUTORY),,,,0,339,590
Denver,1330816812,Proposition 117 (STATUTORY),,,,0,324,574
Denver,1330816812,Proposition 118 (STATUTORY),,,,0,769,169
Denver,1330816813,President,,Joseph R. Biden / Kamala D. Harris,Democratic Party,818,0,0
Denver,1330816813,President,,Donald J. Trump / Michael R. Pence,Republican Party,52,0,0
Denver,1330816813,President,,Don Blankenship / William Mohr,American Constitution Party,0,0,0
Denver,1330816813,President,,Bill Hammons / Eric Bodenstab,Unity Party of Colorado,1,0,0
Denver,1330816813,President,,Howie Hawkins / Angela Nicole Walker,Green Party,5,0,0
Denver,1330816813,President,,Blake Huber / Frank Atwood,Approval Voting Party,0,0,0
Denver,1330816813,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian Party,14,0,0
Denver,1330816813,President,,Brian Carroll / Amar Patel,American Solidarity Party,2,0,0
Denver,1330816813,President,,Mark Charles / Adrian Wallace,Unaffiliated,2,0,0
Denver,1330816813,President,,Phil Collins / Billy Joe Parker,Prohibition Party,0,0,0
Denver,1330816813,President,,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",Alliance Party,0,0,0
Denver,1330816813,President,,Dario Hunter / Dawn Neptune Adams,Progressive Party,1,0,0
Denver,1330816813,President,,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,Unaffiliated,1,0,0
Denver,1330816813,President,,Alyson Kennedy / Malcolm Jarrett,Socialist Workers Party,1,0,0
Denver,1330816813,President,,Joseph Kishore / Norissa Santa Cruz,Socialist Equality Party,0,0,0
Denver,1330816813,President,,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,Independent American Party,0,0,0
Denver,1330816813,President,,Gloria La Riva / Sunil Freeman,Socialism and Liberation,1,0,0
Denver,1330816813,President,,Joe McHugh / Elizabeth Storm,Unaffiliated,2,0,0
Denver,1330816813,President,,Brock Pierce / Karla Ballard,Unaffiliated,0,0,0
Denver,1330816813,President,,"Jordan ""Cancer"" Scott / Jennifer Tepool",Unaffiliated,0,0,0
Denver,1330816813,President,,Kanye West / Michelle Tidball,Unaffiliated,1,0,0
Denver,1330816813,President,,Kasey Wells / Rachel Wells,No Party Affiliation,0,0,0
Denver,1330816813,President,,Todd Cella / Timothy Bryan Cella,Independent,0,0,0
Denver,1330816813,President,,Tom Hoefling / Andy Prior,Unaffiliated / No Party Affiliation,0,0,0
Denver,1330816813,U.S. Senate,,John W. Hickenlooper,Democratic Party,799,0,0
Denver,1330816813,U.S. Senate,,Cory Gardner,Republican Party,73,0,0
Denver,1330816813,U.S. Senate,,Daniel Doyle,Approval Voting Party,3,0,0
Denver,1330816813,U.S. Senate,,"Stephan ""Seku"" Evans",Unity Party of Colorado,7,0,0
Denver,1330816813,U.S. Senate,,Raymon Anthony Doane,Libertarian Party,19,0,0
Denver,1330816813,U.S. Senate,,Danny Skelly,Unaffiliated,0,0,0
Denver,1330816813,U.S. Senate,,Bruce Lohmiller,Green Party,0,0,0
Denver,1330816813,U.S. Senate,,Michael Sanchez,Unaffiliated,0,0,0
Denver,1330816813,U.S. House,1,Shane Bolling,Republican Party,61,0,0
Denver,1330816813,U.S. House,1,Diana DeGette,Democratic Party,746,0,0
Denver,1330816813,U.S. House,1,Paul Noel Fiorino,Unity Party of Colorado,3,0,0
Denver,1330816813,U.S. House,1,Jan Kok,Approval Voting Party,7,0,0
Denver,1330816813,U.S. House,1,Kyle Furey,Libertarian Party,26,0,0
Denver,1330816813,State Board Of Education - District 1,,Sydnnia Wulff,Republican Party,57,0,0
Denver,1330816813,State Board Of Education - District 1,,Lisa Escárcega,Democratic Party,751,0,0
Denver,1330816813,State Board Of Education - District 1,,Zachary Laddison,Approval Voting Party,9,0,0
Denver,1330816813,State Board Of Education - District 1,,Alan Hayman,Libertarian Party,37,0,0
Denver,1330816813,State Senate,33,James Rashad Coleman,Democratic Party,788,0,0
Denver,1330816813,State Senate,33,Jerry Burton,Unity Party of Colorado,44,0,0
Denver,1330816813,State House,8,Leslie Herod,Democratic Party,764,0,0
Denver,1330816813,District Attorney - District 2,,Beth McCann,Democratic Party,737,0,0
Denver,1330816813,District Attorney - District 2,,William F. Robinson III,Libertarian Party,89,0,0
Denver,1330816813,Supreme Court,,Melissa Hart,,0,659,114
Denver,1330816813,Supreme Court,,Carlos A. Samour Jr.,,0,624,134
Denver,1330816813,Court of Appeals,,Ted C. Tow III,,0,575,172
Denver,1330816813,Court of Appeals,,Craig R. Welling,,0,582,158
Denver,1330816813,"District Court, 2nd Judicial District",,Christopher J. Baumann,,0,590,142
Denver,1330816813,"District Court, 2nd Judicial District",,Martin Foster Egelhoff,,0,544,177
Denver,1330816813,"District Court, 2nd Judicial District",,John Eric Elliff,,0,540,186
Denver,1330816813,"District Court, 2nd Judicial District",,A. Bruce Jones,,0,556,171
Denver,1330816813,"District Court, 2nd Judicial District",,Michael J. Vallejos,,0,579,149
Denver,1330816813,Denver Probate Court,,Elizabeth D. Leith,,0,608,122
Denver,1330816813,"County Court, Denver",,Beth Ann Faragher,,0,574,135
Denver,1330816813,"County Court, Denver",,Isabel Pallares,,0,482,217
Denver,1330816813,"County Court, Denver",,Nicole M. Rodarte,,0,562,136
Denver,1330816813,"County Court, Denver",,Andre L. Rudolph,,0,567,132
Denver,1330816813,"County Court, Denver",,Barry A. Schwartz,,0,425,266
Denver,1330816813,"County Court, Denver",,Frances E. Simonet,,0,591,106
Denver,1330816813,"County Court, Denver",,Theresa Spahn,,0,565,133
Denver,1330816813,Amendment B (CONSTITUTIONAL),,,,0,561,205
Denver,1330816813,Amendment C (CONSTITUTIONAL),,,,0,603,231
Denver,1330816813,Amendment 76 (CONSTITUTIONAL),,,,0,273,579
Denver,1330816813,Amendment 77 (CONSTITUTIONAL),,,,0,641,190
Denver,1330816813,Proposition EE (STATUTORY),,,,0,666,194
Denver,1330816813,Proposition 113 (STATUTORY),,,,0,729,134
Denver,1330816813,Proposition 114 (STATUTORY),,,,0,650,217
Denver,1330816813,Proposition 115 (STATUTORY),,,,0,135,732
Denver,1330816813,Proposition 116 (STATUTORY),,,,0,337,532
Denver,1330816813,Proposition 117 (STATUTORY),,,,0,294,537
