county,precinct,office,district,party,candidate,absentee,early_votes,election_day,votes
City & County of Honolulu,27-06,President,,,Total Over Votes,,,,2
City & County of Honolulu,27-06,President,,,Total Ballots,,,,794
City & County of Honolulu,27-06,President,,REP,"McCAIN, John / PALIN, Sarah",,,,198
City & County of Honolulu,27-06,President,,,Total Blank Votes,,,,1
City & County of Honolulu,27-06,President,,,Total Over Votes,,,,2
City & County of Honolulu,27-06,President,,,Total Ballots,,,,794
City & County of Honolulu,27-06,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,2
City & County of Honolulu,27-06,President,,,Total Blank Votes,,,,1
City & County of Honolulu,27-06,President,,,Total Over Votes,,,,2
City & County of Honolulu,27-06,President,,,Total Ballots,,,,794
City & County of Honolulu,27-06,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,6
City & County of Honolulu,27-06,President,,,Total Blank Votes,,,,1
City & County of Honolulu,27-06,President,,,Total Over Votes,,,,2
City & County of Honolulu,27-06,President,,,Total Ballots,,,,794
City & County of Honolulu,27-06,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,578
City & County of Honolulu,27-06,President,,,Total Blank Votes,,,,1
City & County of Honolulu,27-06,President,,,Total Over Votes,,,,2
City & County of Honolulu,27-06,President,,,Total Ballots,,,,794
City & County of Honolulu,27-06,US Representative,1,DEM,"ABERCROMBIE, Neil",,,,593
City & County of Honolulu,27-06,US Representative,1,,Total Blank Votes,,,,75
City & County of Honolulu,27-06,US Representative,1,,Total Over Votes,,,,0
City & County of Honolulu,27-06,US Representative,1,,Total Ballots,,,,794
City & County of Honolulu,27-06,US Representative,1,REP,"TATAII, Steve",,,,85
City & County of Honolulu,27-06,US Representative,1,,Total Blank Votes,,,,75
City & County of Honolulu,27-06,US Representative,1,,Total Over Votes,,,,0
City & County of Honolulu,27-06,US Representative,1,,Total Ballots,,,,794
City & County of Honolulu,27-06,US Representative,1,LIB,"ZHAO, Li",,,,41
City & County of Honolulu,27-06,US Representative,1,,Total Blank Votes,,,,75
City & County of Honolulu,27-06,US Representative,1,,Total Over Votes,,,,0
City & County of Honolulu,27-06,US Representative,1,,Total Ballots,,,,794
City & County of Honolulu,27-06,State Representative,27,REP,"CHING, Corinne Wei Lan",,,,389
City & County of Honolulu,27-06,State Representative,27,,Total Blank Votes,,,,37
City & County of Honolulu,27-06,State Representative,27,,Total Over Votes,,,,0
City & County of Honolulu,27-06,State Representative,27,,Total Ballots,,,,794
City & County of Honolulu,27-06,State Representative,27,DEM,"MOEPONO, Sesnita Der-Ling",,,,368
City & County of Honolulu,27-06,State Representative,27,,Total Blank Votes,,,,37
City & County of Honolulu,27-06,State Representative,27,,Total Over Votes,,,,0
City & County of Honolulu,27-06,State Representative,27,,Total Ballots,,,,794
City & County of Honolulu,27-07,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,1
City & County of Honolulu,27-07,President,,,Total Blank Votes,,,,0
City & County of Honolulu,27-07,President,,,Total Over Votes,,,,6
City & County of Honolulu,27-07,President,,,Total Ballots,,,,322
City & County of Honolulu,27-07,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,2
City & County of Honolulu,27-07,President,,,Total Blank Votes,,,,0
City & County of Honolulu,27-07,President,,,Total Over Votes,,,,6
City & County of Honolulu,27-07,President,,,Total Ballots,,,,322
City & County of Honolulu,27-07,President,,REP,"McCAIN, John / PALIN, Sarah",,,,109
City & County of Honolulu,27-07,President,,,Total Blank Votes,,,,0
City & County of Honolulu,27-07,President,,,Total Over Votes,,,,6
City & County of Honolulu,27-07,President,,,Total Ballots,,,,322
City & County of Honolulu,27-07,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,0
City & County of Honolulu,27-07,President,,,Total Blank Votes,,,,0
City & County of Honolulu,27-07,President,,,Total Over Votes,,,,6
City & County of Honolulu,27-07,President,,,Total Ballots,,,,322
City & County of Honolulu,27-07,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,1
City & County of Honolulu,27-07,President,,,Total Blank Votes,,,,0
City & County of Honolulu,27-07,President,,,Total Over Votes,,,,6
City & County of Honolulu,27-07,President,,,Total Ballots,,,,322
City & County of Honolulu,27-07,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,203
City & County of Honolulu,27-07,President,,,Total Blank Votes,,,,0
City & County of Honolulu,27-07,President,,,Total Over Votes,,,,6
City & County of Honolulu,27-07,President,,,Total Ballots,,,,322
City & County of Honolulu,27-07,US Representative,1,DEM,"ABERCROMBIE, Neil",,,,233
City & County of Honolulu,27-07,US Representative,1,,Total Blank Votes,,,,35
City & County of Honolulu,27-07,US Representative,1,,Total Over Votes,,,,0
City & County of Honolulu,27-07,US Representative,1,,Total Ballots,,,,322
City & County of Honolulu,27-07,US Representative,1,REP,"TATAII, Steve",,,,44
City & County of Honolulu,27-07,US Representative,1,,Total Blank Votes,,,,35
City & County of Honolulu,27-07,US Representative,1,,Total Over Votes,,,,0
City & County of Honolulu,27-07,US Representative,1,,Total Ballots,,,,322
City & County of Honolulu,27-07,US Representative,1,LIB,"ZHAO, Li",,,,10
City & County of Honolulu,27-07,US Representative,1,,Total Blank Votes,,,,35
City & County of Honolulu,27-07,US Representative,1,,Total Over Votes,,,,0
City & County of Honolulu,27-07,US Representative,1,,Total Ballots,,,,322
City & County of Honolulu,27-07,State Representative,27,REP,"CHING, Corinne Wei Lan",,,,199
City & County of Honolulu,27-07,State Representative,27,,Total Blank Votes,,,,28
City & County of Honolulu,27-07,State Representative,27,,Total Over Votes,,,,3
City & County of Honolulu,27-07,State Representative,27,,Total Ballots,,,,322
City & County of Honolulu,27-07,State Representative,27,DEM,"MOEPONO, Sesnita Der-Ling",,,,92
City & County of Honolulu,27-07,State Representative,27,,Total Blank Votes,,,,28
City & County of Honolulu,27-07,State Representative,27,,Total Over Votes,,,,3
City & County of Honolulu,27-07,State Representative,27,,Total Ballots,,,,322
City & County of Honolulu,27-08,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,5
City & County of Honolulu,27-08,President,,,Total Blank Votes,,,,10
City & County of Honolulu,27-08,President,,,Total Over Votes,,,,0
City & County of Honolulu,27-08,President,,,Total Ballots,,,,683
City & County of Honolulu,27-08,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,1
City & County of Honolulu,27-08,President,,,Total Blank Votes,,,,10
City & County of Honolulu,27-08,President,,,Total Over Votes,,,,0
City & County of Honolulu,27-08,President,,,Total Ballots,,,,683
City & County of Honolulu,27-08,President,,REP,"McCAIN, John / PALIN, Sarah",,,,201
City & County of Honolulu,27-08,President,,,Total Blank Votes,,,,10
City & County of Honolulu,27-08,President,,,Total Over Votes,,,,0
City & County of Honolulu,27-08,President,,,Total Ballots,,,,683
City & County of Honolulu,27-08,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,3
City & County of Honolulu,27-08,President,,,Total Blank Votes,,,,10
City & County of Honolulu,27-08,President,,,Total Over Votes,,,,0
City & County of Honolulu,27-08,President,,,Total Ballots,,,,683
City & County of Honolulu,27-08,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,5
City & County of Honolulu,27-08,President,,,Total Blank Votes,,,,10
City & County of Honolulu,27-08,President,,,Total Over Votes,,,,0
City & County of Honolulu,27-08,President,,,Total Ballots,,,,683
City & County of Honolulu,27-08,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,458
City & County of Honolulu,27-08,President,,,Total Blank Votes,,,,10
City & County of Honolulu,27-08,President,,,Total Over Votes,,,,0
City & County of Honolulu,27-08,President,,,Total Ballots,,,,683
City & County of Honolulu,27-08,US Representative,1,DEM,"ABERCROMBIE, Neil",,,,500
City & County of Honolulu,27-08,US Representative,1,,Total Blank Votes,,,,43
City & County of Honolulu,27-08,US Representative,1,,Total Over Votes,,,,0
City & County of Honolulu,27-08,US Representative,1,,Total Ballots,,,,683
City & County of Honolulu,27-08,US Representative,1,REP,"TATAII, Steve",,,,117
City & County of Honolulu,27-08,US Representative,1,,Total Blank Votes,,,,43
City & County of Honolulu,27-08,US Representative,1,,Total Over Votes,,,,0
City & County of Honolulu,27-08,US Representative,1,,Total Ballots,,,,683
City & County of Honolulu,27-08,US Representative,1,LIB,"ZHAO, Li",,,,23
City & County of Honolulu,27-08,US Representative,1,,Total Blank Votes,,,,43
City & County of Honolulu,27-08,US Representative,1,,Total Over Votes,,,,0
City & County of Honolulu,27-08,US Representative,1,,Total Ballots,,,,683
City & County of Honolulu,27-08,State Representative,27,REP,"CHING, Corinne Wei Lan",,,,346
City & County of Honolulu,27-08,State Representative,27,,Total Blank Votes,,,,24
City & County of Honolulu,27-08,State Representative,27,,Total Over Votes,,,,0
City & County of Honolulu,27-08,State Representative,27,,Total Ballots,,,,683
City & County of Honolulu,27-08,State Representative,27,DEM,"MOEPONO, Sesnita Der-Ling",,,,313
City & County of Honolulu,27-08,State Representative,27,,Total Blank Votes,,,,24
City & County of Honolulu,27-08,State Representative,27,,Total Over Votes,,,,0
City & County of Honolulu,27-08,State Representative,27,,Total Ballots,,,,683
City & County of Honolulu,28-01,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,2
City & County of Honolulu,28-01,President,,,Total Blank Votes,,,,4
City & County of Honolulu,28-01,President,,,Total Over Votes,,,,0
City & County of Honolulu,28-01,President,,,Total Ballots,,,,492
City & County of Honolulu,28-01,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,1
City & County of Honolulu,28-01,President,,,Total Blank Votes,,,,4
City & County of Honolulu,28-01,President,,,Total Over Votes,,,,0
City & County of Honolulu,28-01,President,,,Total Ballots,,,,492
City & County of Honolulu,28-01,President,,REP,"McCAIN, John / PALIN, Sarah",,,,98
City & County of Honolulu,28-01,President,,,Total Blank Votes,,,,4
City & County of Honolulu,28-01,President,,,Total Over Votes,,,,0
City & County of Honolulu,28-01,President,,,Total Ballots,,,,492
City & County of Honolulu,28-01,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,1
City & County of Honolulu,28-01,President,,,Total Blank Votes,,,,4
City & County of Honolulu,28-01,President,,,Total Over Votes,,,,0
City & County of Honolulu,28-01,President,,,Total Ballots,,,,492
City & County of Honolulu,28-01,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,11
City & County of Honolulu,28-01,President,,,Total Blank Votes,,,,4
City & County of Honolulu,28-01,President,,,Total Over Votes,,,,0
City & County of Honolulu,28-01,President,,,Total Ballots,,,,492
City & County of Honolulu,28-01,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,375
City & County of Honolulu,28-01,President,,,Total Blank Votes,,,,4
City & County of Honolulu,28-01,President,,,Total Over Votes,,,,0
City & County of Honolulu,28-01,President,,,Total Ballots,,,,492
City & County of Honolulu,28-01,US Representative,1,DEM,"ABERCROMBIE, Neil",,,,355
City & County of Honolulu,28-01,US Representative,1,,Total Blank Votes,,,,44
City & County of Honolulu,28-01,US Representative,1,,Total Over Votes,,,,0
City & County of Honolulu,28-01,US Representative,1,,Total Ballots,,,,492
City & County of Honolulu,28-01,US Representative,1,REP,"TATAII, Steve",,,,66
City & County of Honolulu,28-01,US Representative,1,,Total Blank Votes,,,,44
City & County of Honolulu,28-01,US Representative,1,,Total Over Votes,,,,0
City & County of Honolulu,28-01,US Representative,1,,Total Ballots,,,,492
City & County of Honolulu,28-01,US Representative,1,LIB,"ZHAO, Li",,,,27
City & County of Honolulu,28-01,US Representative,1,,Total Blank Votes,,,,44
City & County of Honolulu,28-01,US Representative,1,,Total Over Votes,,,,0
City & County of Honolulu,28-01,US Representative,1,,Total Ballots,,,,492
City & County of Honolulu,28-02,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,2
City & County of Honolulu,28-02,President,,,Total Blank Votes,,,,1
City & County of Honolulu,28-02,President,,,Total Over Votes,,,,0
City & County of Honolulu,28-02,President,,,Total Ballots,,,,603
City & County of Honolulu,28-02,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,1
City & County of Honolulu,28-02,President,,,Total Blank Votes,,,,1
City & County of Honolulu,28-02,President,,,Total Over Votes,,,,0
City & County of Honolulu,28-02,President,,,Total Ballots,,,,603
City & County of Honolulu,28-02,President,,REP,"McCAIN, John / PALIN, Sarah",,,,180
City & County of Honolulu,28-02,President,,,Total Blank Votes,,,,1
City & County of Honolulu,28-02,President,,,Total Over Votes,,,,0
City & County of Honolulu,28-02,President,,,Total Ballots,,,,603
City & County of Honolulu,28-02,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,3
City & County of Honolulu,28-02,President,,,Total Blank Votes,,,,1
City & County of Honolulu,28-02,President,,,Total Over Votes,,,,0
City & County of Honolulu,28-02,President,,,Total Ballots,,,,603
City & County of Honolulu,28-02,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,3
City & County of Honolulu,28-02,President,,,Total Blank Votes,,,,1
City & County of Honolulu,28-02,President,,,Total Over Votes,,,,0
City & County of Honolulu,28-02,President,,,Total Ballots,,,,603
City & County of Honolulu,28-02,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,413
City & County of Honolulu,28-02,President,,,Total Blank Votes,,,,1
City & County of Honolulu,28-02,President,,,Total Over Votes,,,,0
City & County of Honolulu,28-02,President,,,Total Ballots,,,,603
City & County of Honolulu,28-02,US Representative,1,DEM,"ABERCROMBIE, Neil",,,,389
City & County of Honolulu,28-02,US Representative,1,,Total Blank Votes,,,,58
City & County of Honolulu,28-02,US Representative,1,,Total Over Votes,,,,0
City & County of Honolulu,28-02,US Representative,1,,Total Ballots,,,,603
City & County of Honolulu,28-02,US Representative,1,REP,"TATAII, Steve",,,,127
City & County of Honolulu,28-02,US Representative,1,,Total Blank Votes,,,,58
City & County of Honolulu,28-02,US Representative,1,,Total Over Votes,,,,0
City & County of Honolulu,28-02,US Representative,1,,Total Ballots,,,,603
City & County of Honolulu,28-02,US Representative,1,LIB,"ZHAO, Li",,,,29
City & County of Honolulu,28-02,US Representative,1,,Total Blank Votes,,,,58
City & County of Honolulu,28-02,US Representative,1,,Total Over Votes,,,,0
City & County of Honolulu,28-02,US Representative,1,,Total Ballots,,,,603
City & County of Honolulu,28-03,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,0
City & County of Honolulu,28-03,President,,,Total Blank Votes,,,,0
City & County of Honolulu,28-03,President,,,Total Over Votes,,,,0
City & County of Honolulu,28-03,President,,,Total Ballots,,,,358
City & County of Honolulu,28-03,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,2
City & County of Honolulu,28-03,President,,,Total Blank Votes,,,,0
City & County of Honolulu,28-03,President,,,Total Over Votes,,,,0
City & County of Honolulu,28-03,President,,,Total Ballots,,,,358
City & County of Honolulu,28-03,President,,REP,"McCAIN, John / PALIN, Sarah",,,,128
City & County of Honolulu,28-03,President,,,Total Blank Votes,,,,0
City & County of Honolulu,28-03,President,,,Total Over Votes,,,,0
City & County of Honolulu,28-03,President,,,Total Ballots,,,,358
City & County of Honolulu,28-03,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,3
City & County of Honolulu,28-03,President,,,Total Blank Votes,,,,0
City & County of Honolulu,28-03,President,,,Total Over Votes,,,,0
City & County of Honolulu,28-03,President,,,Total Ballots,,,,358
City & County of Honolulu,28-03,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,7
City & County of Honolulu,28-03,President,,,Total Blank Votes,,,,0
City & County of Honolulu,28-03,President,,,Total Over Votes,,,,0
City & County of Honolulu,28-03,President,,,Total Ballots,,,,358
City & County of Honolulu,28-03,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,218
City & County of Honolulu,28-03,President,,,Total Blank Votes,,,,0
City & County of Honolulu,28-03,President,,,Total Over Votes,,,,0
City & County of Honolulu,28-03,President,,,Total Ballots,,,,358
City & County of Honolulu,28-03,US Representative,1,DEM,"ABERCROMBIE, Neil",,,,207
City & County of Honolulu,28-03,US Representative,1,,Total Blank Votes,,,,41
City & County of Honolulu,28-03,US Representative,1,,Total Over Votes,,,,0
City & County of Honolulu,28-03,US Representative,1,,Total Ballots,,,,358
City & County of Honolulu,28-03,US Representative,1,REP,"TATAII, Steve",,,,98
City & County of Honolulu,28-03,US Representative,1,,Total Blank Votes,,,,41
City & County of Honolulu,28-03,US Representative,1,,Total Over Votes,,,,0
City & County of Honolulu,28-03,US Representative,1,,Total Ballots,,,,358
City & County of Honolulu,28-03,US Representative,1,LIB,"ZHAO, Li",,,,12
City & County of Honolulu,28-03,US Representative,1,,Total Blank Votes,,,,41
City & County of Honolulu,28-03,US Representative,1,,Total Over Votes,,,,0
City & County of Honolulu,28-03,US Representative,1,,Total Ballots,,,,358
City & County of Honolulu,28-03,State Senate,12,DEM,"GALUTERIA, Brickwood M.",,,,148
City & County of Honolulu,28-03,State Senate,12,,Total Blank Votes,,,,22
City & County of Honolulu,28-03,State Senate,12,,Total Over Votes,,,,0
City & County of Honolulu,28-03,State Senate,12,,Total Ballots,,,,358
City & County of Honolulu,28-03,State Senate,12,REP,"TRIMBLE, Gordon",,,,188
City & County of Honolulu,28-03,State Senate,12,,Total Blank Votes,,,,22
City & County of Honolulu,28-03,State Senate,12,,Total Over Votes,,,,0
City & County of Honolulu,28-03,State Senate,12,,Total Ballots,,,,358
City & County of Honolulu,28-04,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,4
City & County of Honolulu,28-04,President,,,Total Blank Votes,,,,4
City & County of Honolulu,28-04,President,,,Total Over Votes,,,,2
City & County of Honolulu,28-04,President,,,Total Ballots,,,,564
City & County of Honolulu,28-04,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,0
City & County of Honolulu,28-04,President,,,Total Blank Votes,,,,4
City & County of Honolulu,28-04,President,,,Total Over Votes,,,,2
City & County of Honolulu,28-04,President,,,Total Ballots,,,,564
City & County of Honolulu,28-04,President,,REP,"McCAIN, John / PALIN, Sarah",,,,176
City & County of Honolulu,28-04,President,,,Total Blank Votes,,,,4
City & County of Honolulu,28-04,President,,,Total Over Votes,,,,2
City & County of Honolulu,28-04,President,,,Total Ballots,,,,564
City & County of Honolulu,28-04,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,3
City & County of Honolulu,28-04,President,,,Total Blank Votes,,,,4
City & County of Honolulu,28-04,President,,,Total Over Votes,,,,2
City & County of Honolulu,28-04,President,,,Total Ballots,,,,564
City & County of Honolulu,28-04,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,4
City & County of Honolulu,28-04,President,,,Total Blank Votes,,,,4
City & County of Honolulu,28-04,President,,,Total Over Votes,,,,2
City & County of Honolulu,28-04,President,,,Total Ballots,,,,564
City & County of Honolulu,28-04,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,371
City & County of Honolulu,28-04,President,,,Total Blank Votes,,,,4
City & County of Honolulu,28-04,President,,,Total Over Votes,,,,2
City & County of Honolulu,28-04,President,,,Total Ballots,,,,564
City & County of Honolulu,28-04,US Representative,1,DEM,"ABERCROMBIE, Neil",,,,429
City & County of Honolulu,28-04,US Representative,1,,Total Blank Votes,,,,28
City & County of Honolulu,28-04,US Representative,1,,Total Over Votes,,,,0
City & County of Honolulu,28-04,US Representative,1,,Total Ballots,,,,564
City & County of Honolulu,28-04,US Representative,1,REP,"TATAII, Steve",,,,76
City & County of Honolulu,28-04,US Representative,1,,Total Blank Votes,,,,28
City & County of Honolulu,28-04,US Representative,1,,Total Over Votes,,,,0
City & County of Honolulu,28-04,US Representative,1,,Total Ballots,,,,564
City & County of Honolulu,28-04,US Representative,1,LIB,"ZHAO, Li",,,,31
City & County of Honolulu,28-04,US Representative,1,,Total Blank Votes,,,,28
City & County of Honolulu,28-04,US Representative,1,,Total Over Votes,,,,0
City & County of Honolulu,28-04,US Representative,1,,Total Ballots,,,,564
City & County of Honolulu,28-04,State Senate,12,DEM,"GALUTERIA, Brickwood M.",,,,326
City & County of Honolulu,28-04,State Senate,12,,Total Blank Votes,,,,45
City & County of Honolulu,28-04,State Senate,12,,Total Over Votes,,,,0
City & County of Honolulu,28-04,State Senate,12,,Total Ballots,,,,564
City & County of Honolulu,28-04,State Senate,12,REP,"TRIMBLE, Gordon",,,,193
City & County of Honolulu,28-04,State Senate,12,,Total Blank Votes,,,,45
City & County of Honolulu,28-04,State Senate,12,,Total Over Votes,,,,0
City & County of Honolulu,28-04,State Senate,12,,Total Ballots,,,,564
City & County of Honolulu,28-05,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,3
City & County of Honolulu,28-05,President,,,Total Blank Votes,,,,4
City & County of Honolulu,28-05,President,,,Total Over Votes,,,,5
City & County of Honolulu,28-05,President,,,Total Ballots,,,,1421
City & County of Honolulu,28-05,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,6
City & County of Honolulu,28-05,President,,,Total Blank Votes,,,,4
City & County of Honolulu,28-05,President,,,Total Over Votes,,,,5
City & County of Honolulu,28-05,President,,,Total Ballots,,,,1421
City & County of Honolulu,28-05,President,,REP,"McCAIN, John / PALIN, Sarah",,,,467
City & County of Honolulu,28-05,President,,,Total Blank Votes,,,,4
City & County of Honolulu,28-05,President,,,Total Over Votes,,,,5
City & County of Honolulu,28-05,President,,,Total Ballots,,,,1421
City & County of Honolulu,28-05,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,7
City & County of Honolulu,28-05,President,,,Total Blank Votes,,,,4
City & County of Honolulu,28-05,President,,,Total Over Votes,,,,5
City & County of Honolulu,28-05,President,,,Total Ballots,,,,1421
City & County of Honolulu,28-05,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,20
City & County of Honolulu,28-05,President,,,Total Blank Votes,,,,4
City & County of Honolulu,28-05,President,,,Total Over Votes,,,,5
City & County of Honolulu,28-05,President,,,Total Ballots,,,,1421
City & County of Honolulu,28-05,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,909
City & County of Honolulu,28-05,President,,,Total Blank Votes,,,,4
City & County of Honolulu,28-05,President,,,Total Over Votes,,,,5
City & County of Honolulu,28-05,President,,,Total Ballots,,,,1421
City & County of Honolulu,28-05,US Representative,1,DEM,"ABERCROMBIE, Neil",,,,874
City & County of Honolulu,28-05,US Representative,1,,Total Blank Votes,,,,165
City & County of Honolulu,28-05,US Representative,1,,Total Over Votes,,,,1
City & County of Honolulu,28-05,US Representative,1,,Total Ballots,,,,1421
City & County of Honolulu,28-05,US Representative,1,REP,"TATAII, Steve",,,,293
City & County of Honolulu,28-05,US Representative,1,,Total Blank Votes,,,,165
City & County of Honolulu,28-05,US Representative,1,,Total Over Votes,,,,1
City & County of Honolulu,28-05,US Representative,1,,Total Ballots,,,,1421
City & County of Honolulu,28-05,US Representative,1,LIB,"ZHAO, Li",,,,88
City & County of Honolulu,28-05,US Representative,1,,Total Blank Votes,,,,165
City & County of Honolulu,28-05,US Representative,1,,Total Over Votes,,,,1
City & County of Honolulu,28-05,US Representative,1,,Total Ballots,,,,1421
City & County of Honolulu,28-05,State Senate,12,DEM,"GALUTERIA, Brickwood M.",,,,628
City & County of Honolulu,28-05,State Senate,12,,Total Blank Votes,,,,187
City & County of Honolulu,28-05,State Senate,12,,Total Over Votes,,,,6
City & County of Honolulu,28-05,State Senate,12,,Total Ballots,,,,1421
City & County of Honolulu,28-05,State Senate,12,REP,"TRIMBLE, Gordon",,,,600
City & County of Honolulu,28-05,State Senate,12,,Total Blank Votes,,,,187
City & County of Honolulu,28-05,State Senate,12,,Total Over Votes,,,,6
City & County of Honolulu,28-05,State Senate,12,,Total Ballots,,,,1421
City & County of Honolulu,28-06,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,4
City & County of Honolulu,28-06,President,,,Total Blank Votes,,,,4
City & County of Honolulu,28-06,President,,,Total Over Votes,,,,2
City & County of Honolulu,28-06,President,,,Total Ballots,,,,401
City & County of Honolulu,28-06,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,2
City & County of Honolulu,28-06,President,,,Total Blank Votes,,,,4
City & County of Honolulu,28-06,President,,,Total Over Votes,,,,2
City & County of Honolulu,28-06,President,,,Total Ballots,,,,401
City & County of Honolulu,28-06,President,,REP,"McCAIN, John / PALIN, Sarah",,,,134
City & County of Honolulu,28-06,President,,,Total Blank Votes,,,,4
City & County of Honolulu,28-06,President,,,Total Over Votes,,,,2
City & County of Honolulu,28-06,President,,,Total Ballots,,,,401
City & County of Honolulu,28-06,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,4
City & County of Honolulu,28-06,President,,,Total Blank Votes,,,,4
City & County of Honolulu,28-06,President,,,Total Over Votes,,,,2
City & County of Honolulu,28-06,President,,,Total Ballots,,,,401
City & County of Honolulu,28-06,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,6
City & County of Honolulu,28-06,President,,,Total Blank Votes,,,,4
City & County of Honolulu,28-06,President,,,Total Over Votes,,,,2
City & County of Honolulu,28-06,President,,,Total Ballots,,,,401
City & County of Honolulu,28-06,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,245
City & County of Honolulu,28-06,President,,,Total Blank Votes,,,,4
City & County of Honolulu,28-06,President,,,Total Over Votes,,,,2
City & County of Honolulu,28-06,President,,,Total Ballots,,,,401
City & County of Honolulu,28-06,US Representative,1,DEM,"ABERCROMBIE, Neil",,,,267
City & County of Honolulu,28-06,US Representative,1,,Total Blank Votes,,,,49
City & County of Honolulu,28-06,US Representative,1,,Total Over Votes,,,,0
City & County of Honolulu,28-06,US Representative,1,,Total Ballots,,,,401
City & County of Honolulu,28-06,US Representative,1,REP,"TATAII, Steve",,,,62
City & County of Honolulu,28-06,US Representative,1,,Total Blank Votes,,,,49
City & County of Honolulu,28-06,US Representative,1,,Total Over Votes,,,,0
City & County of Honolulu,28-06,US Representative,1,,Total Ballots,,,,401
City & County of Honolulu,28-06,US Representative,1,LIB,"ZHAO, Li",,,,23
City & County of Honolulu,28-06,US Representative,1,,Total Blank Votes,,,,49
City & County of Honolulu,28-06,US Representative,1,,Total Over Votes,,,,0
City & County of Honolulu,28-06,US Representative,1,,Total Ballots,,,,401
City & County of Honolulu,28-06,State Senate,12,DEM,"GALUTERIA, Brickwood M.",,,,186
City & County of Honolulu,28-06,State Senate,12,,Total Blank Votes,,,,59
City & County of Honolulu,28-06,State Senate,12,,Total Over Votes,,,,1
City & County of Honolulu,28-06,State Senate,12,,Total Ballots,,,,401
City & County of Honolulu,28-06,State Senate,12,REP,"TRIMBLE, Gordon",,,,155
City & County of Honolulu,28-06,State Senate,12,,Total Blank Votes,,,,59
City & County of Honolulu,28-06,State Senate,12,,Total Over Votes,,,,1
City & County of Honolulu,28-06,State Senate,12,,Total Ballots,,,,401
City & County of Honolulu,29-01,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,6
City & County of Honolulu,29-01,President,,,Total Blank Votes,,,,2
City & County of Honolulu,29-01,President,,,Total Over Votes,,,,13
City & County of Honolulu,29-01,President,,,Total Ballots,,,,869
City & County of Honolulu,29-01,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,3
City & County of Honolulu,29-01,President,,,Total Blank Votes,,,,2
City & County of Honolulu,29-01,President,,,Total Over Votes,,,,13
City & County of Honolulu,29-01,President,,,Total Ballots,,,,869
City & County of Honolulu,29-01,President,,REP,"McCAIN, John / PALIN, Sarah",,,,252
City & County of Honolulu,29-01,President,,,Total Blank Votes,,,,2
City & County of Honolulu,29-01,President,,,Total Over Votes,,,,13
City & County of Honolulu,29-01,President,,,Total Ballots,,,,869
City & County of Honolulu,29-01,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,1
