county,precinct,office,district,party,candidate,absentee,early_votes,election_day,votes
City & County of Honolulu,28-03,Straight Party,,,NONPARTISAN BALLOT (N),0,0,4,4
City & County of Honolulu,28-03,Straight Party,,,REPUBLICAN PARTY (R),0,0,52,52
City & County of Honolulu,28-03,US Representative,1,D,"ABERCROMBIE, Neil",0,0,110,110
City & County of Honolulu,28-03,US Representative,1,R,"TATAII, Steve",0,0,29,29
City & County of Honolulu,28-03,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,0,0
City & County of Honolulu,28-03,US Representative,1,L,"ZHAO, Li",0,0,0,0
City & County of Honolulu,28-03,State Senate,12,D,"GALUTERIA, Brickwood M.",0,0,83,83
City & County of Honolulu,28-03,State Senate,12,D,"MIDDLETON, Carlton N.",0,0,18,18
City & County of Honolulu,28-03,State Senate,12,R,"TRIMBLE, Gordon",0,0,47,47
City & County of Honolulu,28-03,State Representative,28,D,"RHOADS, Karl",0,0,83,83
City & County of Honolulu,28-04,Straight Party,,,DEMOCRATIC PARTY (D),0,0,176,176
City & County of Honolulu,28-04,Straight Party,,,INDEPENDENT PARTY (I),0,0,3,3
City & County of Honolulu,28-04,Straight Party,,,LIBERTARIAN PARTY (L),0,0,2,2
City & County of Honolulu,28-04,Straight Party,,,NONPARTISAN BALLOT (N),0,0,2,2
City & County of Honolulu,28-04,Straight Party,,,REPUBLICAN PARTY (R),0,0,51,51
City & County of Honolulu,28-04,US Representative,1,D,"ABERCROMBIE, Neil",0,0,145,145
City & County of Honolulu,28-04,US Representative,1,R,"TATAII, Steve",0,0,34,34
City & County of Honolulu,28-04,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,1,1
City & County of Honolulu,28-04,US Representative,1,L,"ZHAO, Li",0,0,1,1
City & County of Honolulu,28-04,State Senate,12,D,"GALUTERIA, Brickwood M.",0,0,110,110
City & County of Honolulu,28-04,State Senate,12,D,"MIDDLETON, Carlton N.",0,0,29,29
City & County of Honolulu,28-04,State Senate,12,R,"TRIMBLE, Gordon",0,0,40,40
City & County of Honolulu,28-04,State Representative,28,D,"RHOADS, Karl",0,0,127,127
City & County of Honolulu,28-05,Straight Party,,,DEMOCRATIC PARTY (D),0,0,521,521
City & County of Honolulu,28-05,Straight Party,,,INDEPENDENT PARTY (I),0,0,7,7
City & County of Honolulu,28-05,Straight Party,,,LIBERTARIAN PARTY (L),0,0,8,8
City & County of Honolulu,28-05,Straight Party,,,NONPARTISAN BALLOT (N),0,0,11,11
City & County of Honolulu,28-05,Straight Party,,,REPUBLICAN PARTY (R),0,0,108,108
City & County of Honolulu,28-05,US Representative,1,D,"ABERCROMBIE, Neil",0,0,386,386
City & County of Honolulu,28-05,US Representative,1,R,"TATAII, Steve",0,0,68,68
City & County of Honolulu,28-05,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,4,4
City & County of Honolulu,28-05,US Representative,1,L,"ZHAO, Li",0,0,4,4
City & County of Honolulu,28-05,State Senate,12,D,"GALUTERIA, Brickwood M.",0,0,293,293
City & County of Honolulu,28-05,State Senate,12,D,"MIDDLETON, Carlton N.",0,0,85,85
City & County of Honolulu,28-05,State Senate,12,R,"TRIMBLE, Gordon",0,0,94,94
City & County of Honolulu,28-05,State Representative,28,D,"RHOADS, Karl",0,0,327,327
City & County of Honolulu,28-06,Straight Party,,,DEMOCRATIC PARTY (D),0,0,138,138
City & County of Honolulu,28-06,Straight Party,,,INDEPENDENT PARTY (I),0,0,1,1
City & County of Honolulu,28-06,Straight Party,,,LIBERTARIAN PARTY (L),0,0,1,1
City & County of Honolulu,28-06,Straight Party,,,NONPARTISAN BALLOT (N),0,0,4,4
City & County of Honolulu,28-06,Straight Party,,,REPUBLICAN PARTY (R),0,0,22,22
City & County of Honolulu,28-06,US Representative,1,D,"ABERCROMBIE, Neil",0,0,115,115
City & County of Honolulu,28-06,US Representative,1,R,"TATAII, Steve",0,0,16,16
City & County of Honolulu,28-06,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,1,1
City & County of Honolulu,28-06,US Representative,1,L,"ZHAO, Li",0,0,0,0
City & County of Honolulu,28-06,State Senate,12,D,"GALUTERIA, Brickwood M.",0,0,67,67
City & County of Honolulu,28-06,State Senate,12,D,"MIDDLETON, Carlton N.",0,0,23,23
City & County of Honolulu,28-06,State Senate,12,R,"TRIMBLE, Gordon",0,0,17,17
City & County of Honolulu,28-06,State Representative,28,D,"RHOADS, Karl",0,0,98,98
City & County of Honolulu,29-01,Straight Party,,,DEMOCRATIC PARTY (D),0,0,360,360
City & County of Honolulu,29-01,Straight Party,,,INDEPENDENT PARTY (I),0,0,7,7
City & County of Honolulu,29-01,Straight Party,,,LIBERTARIAN PARTY (L),0,0,2,2
City & County of Honolulu,29-01,Straight Party,,,NONPARTISAN BALLOT (N),0,0,2,2
City & County of Honolulu,29-01,Straight Party,,,REPUBLICAN PARTY (R),0,0,50,50
City & County of Honolulu,29-01,US Representative,1,D,"ABERCROMBIE, Neil",0,0,265,265
City & County of Honolulu,29-01,US Representative,1,R,"TATAII, Steve",0,0,31,31
City & County of Honolulu,29-01,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,0,0
City & County of Honolulu,29-01,US Representative,1,L,"ZHAO, Li",0,0,2,2
City & County of Honolulu,29-01,State Representative,29,D,"MANAHAN, Joey",0,0,252,252
City & County of Honolulu,29-01,State Representative,29,R,"YAW, Shane D. K.",0,0,34,34
City & County of Honolulu,29-02,Straight Party,,,DEMOCRATIC PARTY (D),0,0,389,389
City & County of Honolulu,29-02,Straight Party,,,INDEPENDENT PARTY (I),0,0,0,0
City & County of Honolulu,29-02,Straight Party,,,LIBERTARIAN PARTY (L),0,0,0,0
City & County of Honolulu,29-02,Straight Party,,,NONPARTISAN BALLOT (N),0,0,4,4
City & County of Honolulu,29-02,Straight Party,,,REPUBLICAN PARTY (R),0,0,45,45
City & County of Honolulu,29-02,US Representative,1,D,"ABERCROMBIE, Neil",0,0,320,320
City & County of Honolulu,29-02,US Representative,1,R,"TATAII, Steve",0,0,28,28
City & County of Honolulu,29-02,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,0,0
City & County of Honolulu,29-02,US Representative,1,L,"ZHAO, Li",0,0,0,0
City & County of Honolulu,29-02,State Representative,29,D,"MANAHAN, Joey",0,0,290,290
City & County of Honolulu,29-02,State Representative,29,R,"YAW, Shane D. K.",0,0,33,33
City & County of Honolulu,29-03,Straight Party,,,DEMOCRATIC PARTY (D),0,0,265,265
City & County of Honolulu,29-03,Straight Party,,,INDEPENDENT PARTY (I),0,0,3,3
City & County of Honolulu,29-03,Straight Party,,,LIBERTARIAN PARTY (L),0,0,1,1
City & County of Honolulu,29-03,Straight Party,,,NONPARTISAN BALLOT (N),0,0,3,3
City & County of Honolulu,29-03,Straight Party,,,REPUBLICAN PARTY (R),0,0,23,23
City & County of Honolulu,29-03,US Representative,1,D,"ABERCROMBIE, Neil",0,0,211,211
City & County of Honolulu,29-03,US Representative,1,R,"TATAII, Steve",0,0,13,13
City & County of Honolulu,29-03,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,0,0
City & County of Honolulu,29-03,US Representative,1,L,"ZHAO, Li",0,0,1,1
City & County of Honolulu,29-03,State Representative,29,D,"MANAHAN, Joey",0,0,173,173
City & County of Honolulu,29-03,State Representative,29,R,"YAW, Shane D. K.",0,0,15,15
City & County of Honolulu,29-04,Straight Party,,,DEMOCRATIC PARTY (D),0,0,129,129
City & County of Honolulu,29-04,Straight Party,,,INDEPENDENT PARTY (I),0,0,1,1
City & County of Honolulu,29-04,Straight Party,,,LIBERTARIAN PARTY (L),0,0,1,1
City & County of Honolulu,29-04,Straight Party,,,NONPARTISAN BALLOT (N),0,0,3,3
City & County of Honolulu,29-04,Straight Party,,,REPUBLICAN PARTY (R),0,0,32,32
City & County of Honolulu,29-04,US Representative,1,D,"ABERCROMBIE, Neil",0,0,109,109
City & County of Honolulu,29-04,US Representative,1,R,"TATAII, Steve",0,0,25,25
City & County of Honolulu,29-04,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,1,1
City & County of Honolulu,29-04,US Representative,1,L,"ZHAO, Li",0,0,0,0
City & County of Honolulu,29-04,State Representative,29,D,"MANAHAN, Joey",0,0,64,64
City & County of Honolulu,29-04,State Representative,29,R,"YAW, Shane D. K.",0,0,20,20
City & County of Honolulu,29-05,Straight Party,,,DEMOCRATIC PARTY (D),0,0,236,236
City & County of Honolulu,29-05,Straight Party,,,INDEPENDENT PARTY (I),0,0,1,1
City & County of Honolulu,29-05,Straight Party,,,LIBERTARIAN PARTY (L),0,0,0,0
City & County of Honolulu,29-05,Straight Party,,,NONPARTISAN BALLOT (N),0,0,4,4
City & County of Honolulu,29-05,Straight Party,,,REPUBLICAN PARTY (R),0,0,17,17
City & County of Honolulu,29-05,US Representative,1,D,"ABERCROMBIE, Neil",0,0,180,180
City & County of Honolulu,29-05,US Representative,1,R,"TATAII, Steve",0,0,10,10
City & County of Honolulu,29-05,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,0,0
City & County of Honolulu,29-05,US Representative,1,L,"ZHAO, Li",0,0,0,0
City & County of Honolulu,29-05,State Representative,29,D,"MANAHAN, Joey",0,0,180,180
City & County of Honolulu,29-05,State Representative,29,R,"YAW, Shane D. K.",0,0,9,9
City & County of Honolulu,30-01,Straight Party,,,DEMOCRATIC PARTY (D),0,0,395,395
City & County of Honolulu,30-01,Straight Party,,,INDEPENDENT PARTY (I),0,0,3,3
City & County of Honolulu,30-01,Straight Party,,,LIBERTARIAN PARTY (L),0,0,2,2
City & County of Honolulu,30-01,Straight Party,,,NONPARTISAN BALLOT (N),0,0,3,3
City & County of Honolulu,30-01,Straight Party,,,REPUBLICAN PARTY (R),0,0,70,70
City & County of Honolulu,30-01,US Representative,1,D,"ABERCROMBIE, Neil",0,0,313,313
City & County of Honolulu,30-01,US Representative,1,R,"TATAII, Steve",0,0,67,67
City & County of Honolulu,30-01,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,1,1
City & County of Honolulu,30-01,US Representative,1,L,"ZHAO, Li",0,0,1,1
City & County of Honolulu,30-01,State Representative,30,D,"MIZUNO, John",0,0,314,314
City & County of Honolulu,30-02,Straight Party,,,DEMOCRATIC PARTY (D),0,0,339,339
City & County of Honolulu,30-02,Straight Party,,,INDEPENDENT PARTY (I),0,0,4,4
City & County of Honolulu,30-02,Straight Party,,,LIBERTARIAN PARTY (L),0,0,5,5
City & County of Honolulu,30-02,Straight Party,,,NONPARTISAN BALLOT (N),0,0,2,2
City & County of Honolulu,30-02,Straight Party,,,REPUBLICAN PARTY (R),0,0,45,45
City & County of Honolulu,30-02,US Representative,1,D,"ABERCROMBIE, Neil",0,0,264,264
City & County of Honolulu,30-02,US Representative,1,R,"TATAII, Steve",0,0,42,42
City & County of Honolulu,30-02,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,2,2
City & County of Honolulu,30-02,US Representative,1,L,"ZHAO, Li",0,0,3,3
City & County of Honolulu,30-02,State Representative,30,D,"MIZUNO, John",0,0,242,242
City & County of Honolulu,30-03,Straight Party,,,DEMOCRATIC PARTY (D),0,0,256,256
City & County of Honolulu,30-03,Straight Party,,,INDEPENDENT PARTY (I),0,0,2,2
City & County of Honolulu,30-03,Straight Party,,,LIBERTARIAN PARTY (L),0,0,0,0
City & County of Honolulu,30-03,Straight Party,,,NONPARTISAN BALLOT (N),0,0,2,2
City & County of Honolulu,30-03,Straight Party,,,REPUBLICAN PARTY (R),0,0,28,28
City & County of Honolulu,30-03,US Representative,1,D,"ABERCROMBIE, Neil",0,0,201,201
City & County of Honolulu,30-03,US Representative,1,R,"TATAII, Steve",0,0,26,26
City & County of Honolulu,30-03,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,0,0
City & County of Honolulu,30-03,US Representative,1,L,"ZHAO, Li",0,0,0,0
City & County of Honolulu,30-03,State Representative,30,D,"MIZUNO, John",0,0,175,175
City & County of Honolulu,30-04,Straight Party,,,DEMOCRATIC PARTY (D),0,0,175,175
City & County of Honolulu,30-04,Straight Party,,,INDEPENDENT PARTY (I),0,0,1,1
City & County of Honolulu,30-04,Straight Party,,,LIBERTARIAN PARTY (L),0,0,2,2
City & County of Honolulu,30-04,Straight Party,,,NONPARTISAN BALLOT (N),0,0,0,0
City & County of Honolulu,30-04,Straight Party,,,REPUBLICAN PARTY (R),0,0,13,13
City & County of Honolulu,30-04,US Representative,1,D,"ABERCROMBIE, Neil",0,0,127,127
City & County of Honolulu,30-04,US Representative,1,R,"TATAII, Steve",0,0,12,12
City & County of Honolulu,30-04,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,1,1
City & County of Honolulu,30-04,US Representative,1,L,"ZHAO, Li",0,0,1,1
City & County of Honolulu,30-04,State Representative,30,D,"MIZUNO, John",0,0,147,147
City & County of Honolulu,30-05,Straight Party,,,DEMOCRATIC PARTY (D),0,0,56,56
City & County of Honolulu,30-05,Straight Party,,,INDEPENDENT PARTY (I),0,0,0,0
City & County of Honolulu,30-05,Straight Party,,,LIBERTARIAN PARTY (L),0,0,0,0
City & County of Honolulu,30-05,Straight Party,,,NONPARTISAN BALLOT (N),0,0,0,0
City & County of Honolulu,30-05,Straight Party,,,REPUBLICAN PARTY (R),0,0,18,18
City & County of Honolulu,30-05,US Representative,1,D,"ABERCROMBIE, Neil",0,0,41,41
City & County of Honolulu,30-05,US Representative,1,R,"TATAII, Steve",0,0,17,17
City & County of Honolulu,30-05,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,0,0
City & County of Honolulu,30-05,US Representative,1,L,"ZHAO, Li",0,0,0,0
City & County of Honolulu,30-05,State Representative,30,D,"MIZUNO, John",0,0,31,31
City & County of Honolulu,30-06,Straight Party,,,DEMOCRATIC PARTY (D),0,0,470,470
City & County of Honolulu,30-06,Straight Party,,,INDEPENDENT PARTY (I),0,0,2,2
City & County of Honolulu,30-06,Straight Party,,,LIBERTARIAN PARTY (L),0,0,2,2
City & County of Honolulu,30-06,Straight Party,,,NONPARTISAN BALLOT (N),0,0,3,3
City & County of Honolulu,30-06,Straight Party,,,REPUBLICAN PARTY (R),0,0,59,59
City & County of Honolulu,30-06,US Representative,1,D,"ABERCROMBIE, Neil",0,0,394,394
City & County of Honolulu,30-06,US Representative,1,R,"TATAII, Steve",0,0,57,57
City & County of Honolulu,30-06,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,1,1
City & County of Honolulu,30-06,US Representative,1,L,"ZHAO, Li",0,0,1,1
City & County of Honolulu,30-06,State Representative,30,D,"MIZUNO, John",0,0,345,345
City & County of Honolulu,31-01,Straight Party,,,DEMOCRATIC PARTY (D),0,0,491,491
City & County of Honolulu,31-01,Straight Party,,,INDEPENDENT PARTY (I),0,0,0,0
City & County of Honolulu,31-01,Straight Party,,,LIBERTARIAN PARTY (L),0,0,2,2
City & County of Honolulu,31-01,Straight Party,,,NONPARTISAN BALLOT (N),0,0,5,5
City & County of Honolulu,31-01,Straight Party,,,REPUBLICAN PARTY (R),0,0,54,54
City & County of Honolulu,31-01,US Representative,1,D,"ABERCROMBIE, Neil",0,0,357,357
City & County of Honolulu,31-01,US Representative,1,R,"TATAII, Steve",0,0,46,46
City & County of Honolulu,31-01,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,1,1
City & County of Honolulu,31-01,US Representative,1,L,"ZHAO, Li",0,0,1,1
City & County of Honolulu,31-01,State Representative,31,D,"WAKAI, Glenn",0,0,417,417
City & County of Honolulu,31-02,Straight Party,,,DEMOCRATIC PARTY (D),0,0,515,515
City & County of Honolulu,31-02,Straight Party,,,INDEPENDENT PARTY (I),0,0,3,3
City & County of Honolulu,31-02,Straight Party,,,LIBERTARIAN PARTY (L),0,0,10,10
City & County of Honolulu,31-02,Straight Party,,,NONPARTISAN BALLOT (N),0,0,6,6
City & County of Honolulu,31-02,Straight Party,,,REPUBLICAN PARTY (R),0,0,72,72
City & County of Honolulu,31-02,US Representative,1,D,"ABERCROMBIE, Neil",0,0,412,412
City & County of Honolulu,31-02,US Representative,1,R,"TATAII, Steve",0,0,66,66
City & County of Honolulu,31-02,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,0,0
City & County of Honolulu,31-02,US Representative,1,L,"ZHAO, Li",0,0,10,10
City & County of Honolulu,31-02,State Representative,31,D,"WAKAI, Glenn",0,0,413,413
City & County of Honolulu,31-03,Straight Party,,,DEMOCRATIC PARTY (D),0,0,333,333
City & County of Honolulu,31-03,Straight Party,,,INDEPENDENT PARTY (I),0,0,5,5
City & County of Honolulu,31-03,Straight Party,,,LIBERTARIAN PARTY (L),0,0,4,4
City & County of Honolulu,31-03,Straight Party,,,NONPARTISAN BALLOT (N),0,0,8,8
City & County of Honolulu,31-03,Straight Party,,,REPUBLICAN PARTY (R),0,0,55,55
City & County of Honolulu,31-03,US Representative,1,D,"ABERCROMBIE, Neil",0,0,264,264
City & County of Honolulu,31-03,US Representative,1,R,"TATAII, Steve",0,0,53,53
City & County of Honolulu,31-03,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,1,1
City & County of Honolulu,31-03,US Representative,1,L,"ZHAO, Li",0,0,3,3
City & County of Honolulu,31-03,State Representative,31,D,"WAKAI, Glenn",0,0,262,262
City & County of Honolulu,31-04,Straight Party,,,DEMOCRATIC PARTY (D),0,0,347,347
City & County of Honolulu,31-04,Straight Party,,,INDEPENDENT PARTY (I),0,0,5,5
City & County of Honolulu,31-04,Straight Party,,,LIBERTARIAN PARTY (L),0,0,5,5
City & County of Honolulu,31-04,Straight Party,,,NONPARTISAN BALLOT (N),0,0,8,8
City & County of Honolulu,31-04,Straight Party,,,REPUBLICAN PARTY (R),0,0,75,75
City & County of Honolulu,31-04,US Representative,1,D,"ABERCROMBIE, Neil",0,0,261,261
City & County of Honolulu,31-04,US Representative,1,R,"TATAII, Steve",0,0,67,67
City & County of Honolulu,31-04,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,2,2
City & County of Honolulu,31-04,US Representative,1,L,"ZHAO, Li",0,0,3,3
City & County of Honolulu,31-04,State Representative,31,D,"WAKAI, Glenn",0,0,261,261
City & County of Honolulu,31-05,Straight Party,,,DEMOCRATIC PARTY (D),0,0,634,634
City & County of Honolulu,31-05,Straight Party,,,INDEPENDENT PARTY (I),0,0,2,2
City & County of Honolulu,31-05,Straight Party,,,LIBERTARIAN PARTY (L),0,0,2,2
City & County of Honolulu,31-05,Straight Party,,,NONPARTISAN BALLOT (N),0,0,3,3
City & County of Honolulu,31-05,Straight Party,,,REPUBLICAN PARTY (R),0,0,81,81
City & County of Honolulu,31-05,US Representative,1,D,"ABERCROMBIE, Neil",0,0,483,483
City & County of Honolulu,31-05,US Representative,1,R,"TATAII, Steve",0,0,74,74
City & County of Honolulu,31-05,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,2,2
City & County of Honolulu,31-05,US Representative,1,L,"ZHAO, Li",0,0,0,0
City & County of Honolulu,31-05,State Representative,31,D,"WAKAI, Glenn",0,0,515,515
City & County of Honolulu,32-01,Straight Party,,,DEMOCRATIC PARTY (D),0,0,429,429
City & County of Honolulu,32-01,Straight Party,,,INDEPENDENT PARTY (I),0,0,6,6
City & County of Honolulu,32-01,Straight Party,,,LIBERTARIAN PARTY (L),0,0,0,0
City & County of Honolulu,32-01,Straight Party,,,NONPARTISAN BALLOT (N),0,0,4,4
City & County of Honolulu,32-01,Straight Party,,,REPUBLICAN PARTY (R),0,0,105,105
City & County of Honolulu,32-01,US Representative,1,D,"ABERCROMBIE, Neil",0,0,390,390
City & County of Honolulu,32-01,US Representative,1,R,"TATAII, Steve",0,0,42,42
City & County of Honolulu,32-01,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,0,0
City & County of Honolulu,32-01,US Representative,1,L,"ZHAO, Li",0,0,0,0
City & County of Honolulu,32-01,State Representative,32,R,"FINNEGAN, Lynn",0,0,95,95
City & County of Honolulu,32-02,Straight Party,,,DEMOCRATIC PARTY (D),0,0,42,42
City & County of Honolulu,32-02,Straight Party,,,INDEPENDENT PARTY (I),0,0,2,2
City & County of Honolulu,32-02,Straight Party,,,LIBERTARIAN PARTY (L),0,0,0,0
City & County of Honolulu,32-02,Straight Party,,,NONPARTISAN BALLOT (N),0,0,0,0
City & County of Honolulu,32-02,Straight Party,,,REPUBLICAN PARTY (R),0,0,11,11
City & County of Honolulu,32-02,US Representative,1,D,"ABERCROMBIE, Neil",0,0,40,40
City & County of Honolulu,32-02,US Representative,1,R,"TATAII, Steve",0,0,3,3
City & County of Honolulu,32-02,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,0,0
City & County of Honolulu,32-02,US Representative,1,L,"ZHAO, Li",0,0,0,0
City & County of Honolulu,32-02,State Representative,32,R,"FINNEGAN, Lynn",0,0,9,9
City & County of Honolulu,32-03,Straight Party,,,DEMOCRATIC PARTY (D),0,0,22,22
City & County of Honolulu,32-03,Straight Party,,,INDEPENDENT PARTY (I),0,0,0,0
City & County of Honolulu,32-03,Straight Party,,,LIBERTARIAN PARTY (L),0,0,0,0
City & County of Honolulu,32-03,Straight Party,,,NONPARTISAN BALLOT (N),0,0,1,1
City & County of Honolulu,32-03,Straight Party,,,REPUBLICAN PARTY (R),0,0,19,19
City & County of Honolulu,32-03,US Representative,1,D,"ABERCROMBIE, Neil",0,0,19,19
City & County of Honolulu,32-03,US Representative,1,R,"TATAII, Steve",0,0,13,13
City & County of Honolulu,32-03,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,0,0
City & County of Honolulu,32-03,US Representative,1,L,"ZHAO, Li",0,0,0,0
City & County of Honolulu,32-03,State Representative,32,R,"FINNEGAN, Lynn",0,0,13,13
City & County of Honolulu,32-04,Straight Party,,,DEMOCRATIC PARTY (D),0,0,210,210
City & County of Honolulu,32-04,Straight Party,,,INDEPENDENT PARTY (I),0,0,1,1
City & County of Honolulu,32-04,Straight Party,,,LIBERTARIAN PARTY (L),0,0,0,0
City & County of Honolulu,32-04,Straight Party,,,NONPARTISAN BALLOT (N),0,0,2,2
City & County of Honolulu,32-04,Straight Party,,,REPUBLICAN PARTY (R),0,0,65,65
City & County of Honolulu,32-04,US Representative,1,D,"ABERCROMBIE, Neil",0,0,201,201
City & County of Honolulu,32-04,US Representative,1,R,"TATAII, Steve",0,0,23,23
City & County of Honolulu,32-04,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,0,0
City & County of Honolulu,32-04,US Representative,1,L,"ZHAO, Li",0,0,0,0
City & County of Honolulu,32-04,State Representative,32,R,"FINNEGAN, Lynn",0,0,61,61
City & County of Honolulu,32-05,Straight Party,,,DEMOCRATIC PARTY (D),0,0,471,471
City & County of Honolulu,32-05,Straight Party,,,INDEPENDENT PARTY (I),0,0,9,9
City & County of Honolulu,32-05,Straight Party,,,LIBERTARIAN PARTY (L),0,0,0,0
City & County of Honolulu,32-05,Straight Party,,,NONPARTISAN BALLOT (N),0,0,6,6
City & County of Honolulu,32-05,Straight Party,,,REPUBLICAN PARTY (R),0,0,255,255
City & County of Honolulu,32-05,US Representative,1,D,"ABERCROMBIE, Neil",0,0,429,429
City & County of Honolulu,32-05,US Representative,1,R,"TATAII, Steve",0,0,98,98
City & County of Honolulu,32-05,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,0,0
City & County of Honolulu,32-05,US Representative,1,L,"ZHAO, Li",0,0,0,0
City & County of Honolulu,32-05,State Representative,32,R,"FINNEGAN, Lynn",0,0,235,235
City & County of Honolulu,32-06,Straight Party,,,DEMOCRATIC PARTY (D),0,0,211,211
City & County of Honolulu,32-06,Straight Party,,,INDEPENDENT PARTY (I),0,0,0,0
City & County of Honolulu,32-06,Straight Party,,,LIBERTARIAN PARTY (L),0,0,0,0
City & County of Honolulu,32-06,Straight Party,,,NONPARTISAN BALLOT (N),0,0,2,2
City & County of Honolulu,32-06,Straight Party,,,REPUBLICAN PARTY (R),0,0,58,58
City & County of Honolulu,32-06,US Representative,1,D,"ABERCROMBIE, Neil",0,0,193,193
City & County of Honolulu,32-06,US Representative,1,R,"TATAII, Steve",0,0,19,19
City & County of Honolulu,32-06,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,0,0
City & County of Honolulu,32-06,US Representative,1,L,"ZHAO, Li",0,0,0,0
City & County of Honolulu,32-06,State Representative,32,R,"FINNEGAN, Lynn",0,0,48,48
City & County of Honolulu,32-07,Straight Party,,,DEMOCRATIC PARTY (D),0,0,145,145
City & County of Honolulu,32-07,Straight Party,,,INDEPENDENT PARTY (I),0,0,2,2
City & County of Honolulu,32-07,Straight Party,,,LIBERTARIAN PARTY (L),0,0,0,0
City & County of Honolulu,32-07,Straight Party,,,NONPARTISAN BALLOT (N),0,0,0,0
City & County of Honolulu,32-07,Straight Party,,,REPUBLICAN PARTY (R),0,0,41,41
City & County of Honolulu,32-07,US Representative,1,D,"ABERCROMBIE, Neil",0,0,138,138
City & County of Honolulu,32-07,US Representative,1,R,"TATAII, Steve",0,0,13,13
City & County of Honolulu,32-07,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,0,0
City & County of Honolulu,32-07,US Representative,1,L,"ZHAO, Li",0,0,0,0
City & County of Honolulu,32-07,State Representative,32,R,"FINNEGAN, Lynn",0,0,38,38
City & County of Honolulu,32-08,Straight Party,,,DEMOCRATIC PARTY (D),0,0,266,266
City & County of Honolulu,32-08,Straight Party,,,INDEPENDENT PARTY (I),0,0,3,3
City & County of Honolulu,32-08,Straight Party,,,LIBERTARIAN PARTY (L),0,0,4,4
City & County of Honolulu,32-08,Straight Party,,,NONPARTISAN BALLOT (N),0,0,2,2
City & County of Honolulu,32-08,Straight Party,,,REPUBLICAN PARTY (R),0,0,107,107
City & County of Honolulu,32-08,US Representative,1,D,"ABERCROMBIE, Neil",0,0,250,250
City & County of Honolulu,32-08,US Representative,1,R,"TATAII, Steve",0,0,44,44
City & County of Honolulu,32-08,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,0,0
City & County of Honolulu,32-08,US Representative,1,L,"ZHAO, Li",0,0,4,4
City & County of Honolulu,32-08,State Representative,32,R,"FINNEGAN, Lynn",0,0,93,93
City & County of Honolulu,33-01,Straight Party,,,DEMOCRATIC PARTY (D),0,0,77,77
City & County of Honolulu,33-01,Straight Party,,,INDEPENDENT PARTY (I),0,0,1,1
City & County of Honolulu,33-01,Straight Party,,,LIBERTARIAN PARTY (L),0,0,1,1
City & County of Honolulu,33-01,Straight Party,,,NONPARTISAN BALLOT (N),0,0,1,1
City & County of Honolulu,33-01,Straight Party,,,REPUBLICAN PARTY (R),0,0,21,21
City & County of Honolulu,33-01,US Representative,1,D,"ABERCROMBIE, Neil",0,0,58,58
City & County of Honolulu,33-01,US Representative,1,R,"TATAII, Steve",0,0,20,20
City & County of Honolulu,33-01,US Representative,1,L,"AMSTERDAM, C. Kaui Jochanan",0,0,1,1
City & County of Honolulu,33-01,US Representative,1,L,"ZHAO, Li",0,0,0,0
City & County of Honolulu,33-01,State Representative,33,D,"OSHIRO, Blake K.",0,0,46,46
City & County of Honolulu,33-02,Straight Party,,,DEMOCRATIC PARTY (D),0,0,205,205
City & County of Honolulu,33-02,Straight Party,,,INDEPENDENT PARTY (I),0,0,0,0
City & County of Honolulu,33-02,Straight Party,,,LIBERTARIAN PARTY (L),0,0,0,0
City & County of Honolulu,33-02,Straight Party,,,NONPARTISAN BALLOT (N),0,0,2,2
