county,precinct,office,district,candidate,party,votes,mail,election_day,early_voting
Salt Lake,MIL035,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,160,159,1,0
Salt Lake,MIL036,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,159,156,3,0
Salt Lake,MIL036,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,178,177,1,0
Salt Lake,MIL037,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,110,110,0,0
Salt Lake,MIL037,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,105,105,0,0
Salt Lake,MIL038,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,136,136,0,0
Salt Lake,MIL038,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,63,63,0,0
Salt Lake,MIL039,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,172,171,1,0
Salt Lake,MIL039,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,99,97,2,0
Salt Lake,MIL040,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,130,129,1,0
Salt Lake,MIL040,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,90,89,1,0
Salt Lake,MIL041,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,123,121,2,0
Salt Lake,MIL041,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,78,78,0,0
Salt Lake,MIL042,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,134,133,1,0
Salt Lake,MIL042,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,94,92,2,0
Salt Lake,MIL043,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,159,159,0,0
Salt Lake,MIL043,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,101,98,3,0
Salt Lake,MIL044,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,72,72,0,0
Salt Lake,MIL044,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,73,72,1,0
Salt Lake,MIL045,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,115,115,0,0
Salt Lake,MIL045,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,100,100,0,0
Salt Lake,MIL046,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,52,52,0,0
Salt Lake,MIL046,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,60,57,3,0
Salt Lake,MOL009,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,1,1,0,0
Salt Lake,MOL009,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,0,0,0,0
Salt Lake,MUR001,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,1,1,0,0
Salt Lake,MUR001,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,2,1,1,0
Salt Lake,MUR002,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,79,76,3,0
Salt Lake,MUR002,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,54,52,2,0
Salt Lake,MUR003,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,40,40,0,0
Salt Lake,MUR003,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,41,40,1,0
Salt Lake,MUR004,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,98,98,0,0
Salt Lake,MUR004,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,98,98,0,0
Salt Lake,MUR005,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,92,92,0,0
Salt Lake,MUR005,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,78,78,0,0
Salt Lake,MUR006,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,0,0,0,0
Salt Lake,MUR006,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,0,0,0,0
Salt Lake,MUR007,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,110,110,0,0
Salt Lake,MUR007,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,111,111,0,0
Salt Lake,MUR008,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,138,137,1,0
Salt Lake,MUR008,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,139,139,0,0
Salt Lake,MUR009,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,58,58,0,0
Salt Lake,MUR009,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,41,41,0,0
Salt Lake,MUR010,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,6,6,0,0
Salt Lake,MUR010,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,8,8,0,0
Salt Lake,MUR011,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,111,109,2,0
Salt Lake,MUR011,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,102,102,0,0
Salt Lake,MUR012,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,115,112,3,0
Salt Lake,MUR012,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,110,110,0,0
Salt Lake,MUR013,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,28,28,0,0
Salt Lake,MUR013,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,21,20,1,0
Salt Lake,MUR014,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,96,95,1,0
Salt Lake,MUR014,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,86,84,2,0
Salt Lake,MUR015,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,88,87,1,0
Salt Lake,MUR015,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,88,87,1,0
Salt Lake,MUR016,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,101,98,3,0
Salt Lake,MUR016,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,112,112,0,0
Salt Lake,MUR017,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,31,30,1,0
Salt Lake,MUR017,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,39,39,0,0
Salt Lake,MUR018,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,115,114,1,0
Salt Lake,MUR018,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,173,171,2,0
Salt Lake,MUR019,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,72,70,2,0
Salt Lake,MUR019,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,54,53,1,0
Salt Lake,MUR020,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,145,142,3,0
Salt Lake,MUR020,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,121,121,0,0
Salt Lake,MUR021,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,108,104,4,0
Salt Lake,MUR021,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,109,106,3,0
Salt Lake,MUR022,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,20,20,0,0
Salt Lake,MUR022,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,20,20,0,0
Salt Lake,MUR023,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,98,96,2,0
Salt Lake,MUR023,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,88,85,3,0
Salt Lake,MUR024,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,91,86,5,0
Salt Lake,MUR024,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,97,94,3,0
Salt Lake,MUR025,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,69,67,2,0
Salt Lake,MUR025,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,87,87,0,0
Salt Lake,MUR027,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,125,125,0,0
Salt Lake,MUR027,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,137,135,2,0
Salt Lake,MUR029,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,186,185,1,0
Salt Lake,MUR029,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,211,209,2,0
Salt Lake,MUR030,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,97,96,1,0
Salt Lake,MUR030,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,77,77,0,0
Salt Lake,MUR031,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,126,126,0,0
Salt Lake,MUR031,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,109,108,1,0
Salt Lake,MUR032,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,70,70,0,0
Salt Lake,MUR032,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,63,63,0,0
Salt Lake,MUR033,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,59,59,0,0
Salt Lake,MUR033,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,81,79,2,0
Salt Lake,MUR034,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,84,84,0,0
Salt Lake,MUR034,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,109,109,0,0
Salt Lake,MUR035,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,69,67,2,0
Salt Lake,MUR035,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,102,102,0,0
Salt Lake,MUR036,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,157,157,0,0
Salt Lake,MUR036,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,200,199,1,0
Salt Lake,MUR037,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,132,131,1,0
Salt Lake,MUR037,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,88,88,0,0
Salt Lake,MUR038,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,84,83,1,0
Salt Lake,MUR038,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,77,77,0,0
Salt Lake,MUR039,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,97,95,2,0
Salt Lake,MUR039,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,132,131,1,0
Salt Lake,MUR040,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,20,19,1,0
Salt Lake,MUR040,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,11,11,0,0
Salt Lake,MUR041,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,95,95,0,0
Salt Lake,MUR041,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,79,78,1,0
Salt Lake,MUR042,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,150,147,3,0
Salt Lake,MUR042,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,176,175,1,0
Salt Lake,MUR043,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,146,145,1,0
Salt Lake,MUR043,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,233,230,3,0
Salt Lake,MUR044,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,23,23,0,0
Salt Lake,MUR044,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,21,21,0,0
Salt Lake,MUR045,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,4,4,0,0
Salt Lake,MUR045,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,5,5,0,0
Salt Lake,MUR046,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,90,89,1,0
Salt Lake,MUR046,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,86,86,0,0
Salt Lake,MUR047,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,54,52,2,0
Salt Lake,MUR047,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,82,81,1,0
Salt Lake,MUR048,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,14,14,0,0
Salt Lake,MUR048,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,15,15,0,0
Salt Lake,MUR049,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,95,93,2,0
Salt Lake,MUR049,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,115,115,0,0
Salt Lake,MUR050,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,62,61,1,0
Salt Lake,MUR050,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,95,91,4,0
Salt Lake,MUR051,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,8,8,0,0
Salt Lake,MUR051,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,11,11,0,0
Salt Lake,MUR052,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,8,8,0,0
Salt Lake,MUR052,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,6,6,0,0
Salt Lake,MUR053,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,4,4,0,0
Salt Lake,MUR053,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,4,4,0,0
Salt Lake,NJC001,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,2,2,0,0
Salt Lake,NJC001,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,3,3,0,0
Salt Lake,PCN001,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,2,2,0,0
Salt Lake,PCN001,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,0,0,0,0
Salt Lake,RIV001,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,179,177,2,0
Salt Lake,RIV001,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,305,303,2,0
Salt Lake,RIV002,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,128,125,3,0
Salt Lake,RIV002,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,119,119,0,0
Salt Lake,RIV003,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,157,155,2,0
Salt Lake,RIV003,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,297,293,4,0
Salt Lake,RIV004,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,155,154,1,0
Salt Lake,RIV004,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,225,225,0,0
Salt Lake,RIV005,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,105,105,0,0
Salt Lake,RIV005,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,163,162,1,0
Salt Lake,RIV006,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,5,5,0,0
Salt Lake,RIV006,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,22,22,0,0
Salt Lake,RIV007,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,74,73,1,0
Salt Lake,RIV007,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,98,98,0,0
Salt Lake,RIV008,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,185,182,3,0
Salt Lake,RIV008,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,270,267,3,0
Salt Lake,RIV009,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,135,131,4,0
Salt Lake,RIV009,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,213,212,1,0
Salt Lake,RIV010,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,164,161,3,0
Salt Lake,RIV010,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,254,248,6,0
Salt Lake,RIV011,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,37,37,0,0
Salt Lake,RIV011,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,70,70,0,0
Salt Lake,RIV012,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,121,120,1,0
Salt Lake,RIV012,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,150,150,0,0
Salt Lake,RIV013,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,60,59,1,0
Salt Lake,RIV013,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,75,73,2,0
Salt Lake,RIV015,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,218,217,1,0
Salt Lake,RIV015,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,324,322,2,0
Salt Lake,RIV016,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,175,175,0,0
Salt Lake,RIV016,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,261,257,4,0
Salt Lake,RIV017,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,120,120,0,0
Salt Lake,RIV017,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,158,156,2,0
Salt Lake,RIV018,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,71,71,0,0
Salt Lake,RIV018,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,93,89,4,0
Salt Lake,RIV019,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,126,123,3,0
Salt Lake,RIV019,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,205,202,3,0
Salt Lake,RIV020,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,109,107,2,0
Salt Lake,RIV020,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,161,161,0,0
Salt Lake,RIV021,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,130,130,0,0
Salt Lake,RIV021,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,223,221,2,0
Salt Lake,RIV022,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,103,101,2,0
Salt Lake,RIV022,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,167,167,0,0
Salt Lake,RIV023,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,120,120,0,0
Salt Lake,RIV023,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,167,165,2,0
Salt Lake,RIV024,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,120,119,1,0
Salt Lake,RIV024,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,119,118,1,0
Salt Lake,RIV025,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,211,207,4,0
Salt Lake,RIV025,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,291,286,5,0
Salt Lake,RIV026,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,170,167,3,0
Salt Lake,RIV026,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,239,238,1,0
Salt Lake,RIV027,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,106,106,0,0
Salt Lake,RIV027,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,199,197,2,0
Salt Lake,RIV028,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,62,58,4,0
Salt Lake,RIV028,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,88,87,1,0
Salt Lake,RIV029,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,103,102,1,0
Salt Lake,RIV029,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,139,138,1,0
Salt Lake,RIV030,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,48,48,0,0
Salt Lake,RIV030,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,72,71,1,0
Salt Lake,RIV031,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,132,132,0,0
Salt Lake,RIV031,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,185,184,1,0
Salt Lake,SAN001,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,80,80,0,0
Salt Lake,SAN001,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,120,117,3,0
Salt Lake,SAN002,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,35,35,0,0
Salt Lake,SAN002,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,35,35,0,0
Salt Lake,SAN003,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,22,21,1,0
Salt Lake,SAN003,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,30,30,0,0
Salt Lake,SAN004,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,60,60,0,0
Salt Lake,SAN004,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,64,61,3,0
Salt Lake,SAN005,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,119,118,1,0
Salt Lake,SAN005,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,147,145,2,0
Salt Lake,SAN006,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,34,34,0,0
Salt Lake,SAN006,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,52,52,0,0
Salt Lake,SAN007,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,27,27,0,0
Salt Lake,SAN007,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,26,26,0,0
Salt Lake,SAN009,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,137,136,1,0
Salt Lake,SAN009,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,185,183,2,0
Salt Lake,SAN010,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,38,38,0,0
Salt Lake,SAN010,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,47,47,0,0
Salt Lake,SAN011,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,124,123,1,0
Salt Lake,SAN011,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,183,182,1,0
Salt Lake,SAN012,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,107,107,0,0
Salt Lake,SAN012,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,135,135,0,0
Salt Lake,SAN013,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,90,88,2,0
Salt Lake,SAN013,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,100,96,4,0
Salt Lake,SAN014,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,104,103,1,0
Salt Lake,SAN014,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,92,92,0,0
Salt Lake,SAN015,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,84,83,1,0
Salt Lake,SAN015,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,132,129,3,0
Salt Lake,SAN016,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,40,40,0,0
Salt Lake,SAN016,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,48,46,2,0
Salt Lake,SAN018,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,112,112,0,0
Salt Lake,SAN018,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,144,141,3,0
Salt Lake,SAN019,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,76,74,2,0
Salt Lake,SAN019,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,88,88,0,0
Salt Lake,SAN020,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,29,29,0,0
Salt Lake,SAN020,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,30,29,1,0
Salt Lake,SAN021,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,72,71,1,0
Salt Lake,SAN021,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,61,61,0,0
Salt Lake,SAN022,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,212,210,2,0
Salt Lake,SAN022,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,208,207,1,0
Salt Lake,SAN024,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,142,142,0,0
Salt Lake,SAN024,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,162,161,1,0
Salt Lake,SAN026,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,111,105,6,0
Salt Lake,SAN026,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,135,134,1,0
Salt Lake,SAN027,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,188,184,4,0
Salt Lake,SAN027,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,161,159,2,0
Salt Lake,SAN029,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,134,132,2,0
Salt Lake,SAN029,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,127,127,0,0
Salt Lake,SAN030,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,120,118,2,0
Salt Lake,SAN030,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,118,118,0,0
Salt Lake,SAN031,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,106,105,1,0
Salt Lake,SAN031,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,132,132,0,0
Salt Lake,SAN032,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,95,93,2,0
Salt Lake,SAN032,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,125,123,2,0
Salt Lake,SAN033,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,212,211,1,0
Salt Lake,SAN033,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,232,231,1,0
Salt Lake,SAN034,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,93,92,1,0
Salt Lake,SAN034,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,110,109,1,0
Salt Lake,SAN035,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,64,63,1,0
Salt Lake,SAN035,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,77,77,0,0
Salt Lake,SAN036,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,96,96,0,0
Salt Lake,SAN036,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,105,104,1,0
Salt Lake,SAN038,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,158,157,1,0
Salt Lake,SAN038,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,211,209,2,0
Salt Lake,SAN039,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,100,100,0,0
Salt Lake,SAN039,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,100,100,0,0
Salt Lake,SAN040,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,35,35,0,0
Salt Lake,SAN040,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,35,35,0,0
Salt Lake,SAN041,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,85,84,1,0
Salt Lake,SAN041,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,76,75,1,0
Salt Lake,SAN042,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,96,96,0,0
Salt Lake,SAN042,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,115,114,1,0
Salt Lake,SAN043,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,82,82,0,0
Salt Lake,SAN043,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,113,112,1,0
Salt Lake,SAN044,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,107,105,2,0
Salt Lake,SAN044,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,144,142,2,0
Salt Lake,SAN045,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,155,152,3,0
Salt Lake,SAN045,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,197,195,2,0
Salt Lake,SAN048,STATE ATTORNEY GENERAL,,DAVID O. LEAVITT,REP,116,115,1,0
Salt Lake,SAN048,STATE ATTORNEY GENERAL,,SEAN D. REYES,REP,103,103,0,0
