precinct_code,gen_dem_CLINTON,gen_ind_STEIN,gen_lib_JOHNSON,gen_rep_TRUMP,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_lib_FELDMAN,pri_lib_HALE,pri_lib_INCE,pri_lib_JOHNSON,pri_lib_JR.,pri_lib_KERBEL,pri_lib_PERRY,pri_lib_PETERSEN,pri_lib_REID,pri_lib_SMITH,pri_lib_WAYMIRE,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
Avery-371105,13.0,0.0,3.0,116.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,44.0,0.0,0.0,1.0,7.0,0.0,7.0,0.0,43.0,132.0,104.0,3.0
Avery-371106,38.0,2.0,5.0,283.0,11.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,40.0,0.0,0.0,2.0,22.0,0.0,6.0,0.0,105.0,328.0,181.0,26.0
Avery-371107,8.0,0.0,3.0,112.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,32.0,0.0,0.0,1.0,8.0,1.0,6.0,0.0,36.0,123.0,88.0,2.0
Avery-371108,23.0,0.0,0.0,145.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,46.0,0.0,0.0,1.0,9.0,1.0,7.0,0.0,59.0,168.0,126.0,11.0
Avery-371109,11.0,1.0,5.0,156.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,43.0,0.0,0.0,1.0,3.0,0.0,19.0,0.0,60.0,173.0,128.0,8.0
Avery-371110,55.0,0.0,6.0,280.0,22.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,83.0,0.0,1.0,0.0,23.0,1.0,19.0,0.0,93.0,341.0,229.0,37.0
Avery-371111,53.0,0.0,7.0,127.0,14.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,43.0,0.0,0.0,0.0,22.0,1.0,16.0,0.0,53.0,187.0,139.0,35.0
Avery-371112,7.0,0.0,3.0,127.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,37.0,0.0,0.0,2.0,11.0,1.0,9.0,0.0,50.0,137.0,112.0,9.0
Avery-371113,53.0,0.0,4.0,152.0,14.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,1.0,0.0,3.0,18.0,0.0,10.0,0.0,65.0,209.0,142.0,30.0
Avery-371114,34.0,0.0,5.0,241.0,14.0,1.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,100.0,0.0,0.0,3.0,15.0,0.0,9.0,0.0,99.0,280.0,230.0,45.0
Avery-371115,30.0,0.0,5.0,187.0,10.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,66.0,0.0,0.0,2.0,17.0,1.0,11.0,0.0,91.0,222.0,198.0,26.0
Avery-371116,98.0,2.0,10.0,361.0,46.0,0.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,119.0,0.0,0.0,3.0,44.0,0.0,21.0,0.0,144.0,471.0,338.0,95.0
Avery-371117,27.0,0.0,8.0,240.0,9.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,66.0,0.0,0.0,1.0,19.0,0.0,13.0,0.0,73.0,275.0,177.0,15.0
Avery-371118,15.0,2.0,2.0,120.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,56.0,0.0,0.0,0.0,13.0,0.0,3.0,1.0,31.0,139.0,105.0,10.0
Avery-371119,7.0,0.0,1.0,148.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,36.0,0.0,0.0,2.0,6.0,0.0,5.0,0.0,54.0,156.0,107.0,3.0
Avery-3711ABSENTEE,85.0,0.0,8.0,235.0,8.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,21.0,2.0,0.0,1.0,16.0,0.0,17.0,0.0,49.0,328.0,110.0,20.0
Avery-3711ONE STOP,775.0,8.0,47.0,2110.0,87.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,1.0,216.0,1.0,0.0,8.0,67.0,1.0,54.0,0.0,284.0,2940.0,653.0,177.0
Beaufort-3713ABSENTEE,220.0,2.0,15.0,322.0,44.0,0.0,2.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,35.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,50.0,559.0,109.0,69.0
Beaufort-3713AUROR,153.0,0.0,8.0,157.0,148.0,1.0,2.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,9.0,0.0,7.0,0.0,90.0,318.0,134.0,199.0
Beaufort-3713BEADM,58.0,0.0,7.0,394.0,36.0,1.0,4.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,145.0,0.0,0.0,0.0,11.0,0.0,13.0,0.0,172.0,459.0,345.0,93.0
Beaufort-3713BELHV,212.0,1.0,12.0,224.0,155.0,1.0,4.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,67.0,0.0,0.0,2.0,15.0,2.0,8.0,0.0,103.0,449.0,200.0,225.0
Beaufort-3713BLCK,140.0,0.0,7.0,150.0,90.0,0.0,3.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,58.0,0.0,0.0,0.0,20.0,1.0,5.0,0.0,56.0,297.0,141.0,143.0
Beaufort-3713CHOCO,256.0,0.0,19.0,415.0,161.0,0.0,7.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,181.0,0.0,0.0,1.0,18.0,0.0,10.0,1.0,196.0,690.0,415.0,273.0
Beaufort-3713EDWAR,130.0,2.0,8.0,181.0,88.0,3.0,2.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,36.0,0.0,0.0,0.0,12.0,0.0,4.0,0.0,52.0,321.0,107.0,139.0
Beaufort-3713GILEA,93.0,0.0,12.0,179.0,84.0,0.0,2.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,128.0,2.0,0.0,0.0,95.0,1.0,27.0,1.0,120.0,284.0,381.0,137.0
Beaufort-3713HB,25.0,1.0,7.0,279.0,20.0,1.0,3.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,78.0,0.0,1.0,0.0,6.0,0.0,8.0,0.0,66.0,312.0,163.0,68.0
Beaufort-3713NCRK,111.0,0.0,7.0,407.0,59.0,1.0,3.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,110.0,0.0,0.0,0.0,26.0,1.0,13.0,1.0,147.0,525.0,302.0,134.0
Beaufort-3713OLDF,154.0,0.0,8.0,217.0,95.0,1.0,2.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,57.0,0.0,0.0,0.0,7.0,1.0,10.0,0.0,81.0,379.0,157.0,144.0
Beaufort-3713OS AUR,316.0,0.0,6.0,266.0,102.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,17.0,588.0,26.0,121.0
Beaufort-3713OS BEL,338.0,0.0,8.0,542.0,55.0,1.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,34.0,888.0,77.0,76.0
Beaufort-3713OS BOE,4648.0,11.0,158.0,6972.0,727.0,5.0,24.0,343.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,1.0,540.0,2.0,0.0,5.0,175.0,2.0,96.0,0.0,666.0,11789.0,1512.0,1099.0
Beaufort-3713OS CHO,291.0,2.0,22.0,724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039.0,0.0,0.0
Beaufort-3713OS CHOCO,0.0,0.0,0.0,0.0,53.0,0.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,73.0,0.0,0.0,2.0,72.0,0.0,19.0,0.0,126.0,0.0,296.0,92.0
Beaufort-3713PANTE,139.0,0.0,11.0,274.0,95.0,1.0,2.0,54.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,115.0,0.0,0.0,0.0,3.0,1.0,5.0,0.0,103.0,424.0,230.0,152.0
Beaufort-3713PINET,32.0,0.0,7.0,369.0,15.0,0.0,3.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,80.0,0.0,0.0,0.0,6.0,1.0,8.0,0.0,113.0,408.0,211.0,52.0
Beaufort-3713PSJW3,258.0,0.0,4.0,40.0,169.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,0.0,0.0,9.0,0.0,5.0,0.0,27.0,302.0,68.0,212.0
Beaufort-3713RVRD,148.0,0.0,17.0,339.0,112.0,2.0,7.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,0.0,125.0,0.0,0.0,2.0,32.0,1.0,14.0,0.0,152.0,504.0,336.0,234.0
Beaufort-3713SURBA,121.0,0.0,5.0,580.0,84.0,2.0,7.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,166.0,0.0,0.0,2.0,40.0,2.0,26.0,0.0,201.0,706.0,442.0,214.0
Beaufort-3713TCRK,130.0,1.0,21.0,462.0,99.0,1.0,6.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,201.0,0.0,0.0,0.0,30.0,0.0,16.0,0.0,162.0,614.0,414.0,200.0
Beaufort-3713WASH1,228.0,4.0,11.0,117.0,136.0,1.0,3.0,95.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,55.0,0.0,0.0,2.0,7.0,0.0,3.0,0.0,48.0,360.0,117.0,235.0
Beaufort-3713WASH2,189.0,0.0,3.0,74.0,152.0,1.0,6.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,42.0,0.0,0.0,0.0,17.0,1.0,10.0,1.0,38.0,266.0,113.0,216.0
Beaufort-3713WASH4,161.0,0.0,15.0,229.0,122.0,2.0,3.0,72.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,110.0,0.0,0.0,1.0,35.0,2.0,20.0,0.0,114.0,405.0,288.0,199.0
Beaufort-3713WASHP,99.0,0.0,12.0,249.0,86.0,1.0,3.0,78.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,96.0,2.0,0.0,0.0,19.0,0.0,12.0,1.0,93.0,360.0,231.0,168.0
Beaufort-3713WDPD,72.0,1.0,13.0,339.0,53.0,2.0,9.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,107.0,0.0,0.0,1.0,40.0,0.0,18.0,0.0,143.0,425.0,314.0,126.0
Bertie-3715ABSENTEE,84.0,0.0,3.0,60.0,11.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,147.0,17.0,21.0
Bertie-3715C1,105.0,1.0,5.0,169.0,63.0,1.0,7.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,34.0,280.0,94.0,106.0
Bertie-3715C2,156.0,0.0,1.0,52.0,155.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,26.0,209.0,52.0,209.0
Bertie-3715IW,122.0,0.0,0.0,11.0,81.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,101.0
Bertie-3715M1,118.0,0.0,2.0,140.0,61.0,2.0,4.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,21.0,260.0,49.0,103.0
Bertie-3715M2,212.0,0.0,5.0,131.0,101.0,1.0,6.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,19.0,348.0,43.0,141.0
Bertie-3715MH,107.0,0.0,5.0,115.0,101.0,0.0,7.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,21.0,227.0,48.0,137.0
Bertie-3715OS LOB,0.0,0.0,0.0,0.0,447.0,1.0,9.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,102.0,0.0,0.0,0.0,5.0,0.0,13.0,0.0,61.0,0.0,185.0,586.0
Bertie-3715OS POW,0.0,0.0,0.0,0.0,198.0,1.0,4.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,17.0,0.0,40.0,234.0
Bertie-3715OS-LOB,2492.0,2.0,21.0,1396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3911.0,0.0,0.0
Bertie-3715OS-POW,916.0,0.0,6.0,494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1416.0,0.0,0.0
Bertie-3715RX,366.0,0.0,3.0,105.0,160.0,0.0,1.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,474.0,69.0,214.0
Bertie-3715SN,145.0,0.0,1.0,36.0,128.0,0.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,182.0,14.0,156.0
Bertie-3715W1,468.0,0.0,8.0,235.0,352.0,0.0,2.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,71.0,0.0,0.0,1.0,7.0,0.0,4.0,0.0,45.0,711.0,129.0,499.0
Bertie-3715W2,9.0,0.0,3.0,271.0,6.0,3.0,7.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,14.0,283.0,45.0,84.0
Bertie-3715WD,273.0,0.0,2.0,44.0,119.0,0.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,319.0,13.0,161.0
Bertie-3715WH,135.0,0.0,3.0,183.0,82.0,0.0,3.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,56.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,43.0,321.0,106.0,137.0
Bladen-3717ABSENTEE,0.0,0.0,0.0,0.0,447.0,0.0,12.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,18.0,0.0,32.0,497.0
Bladen-3717MAIL ABSENTEE,627.0,1.0,18.0,389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,0.0,0.0
Bladen-3717ONE STOP B-BORO,383.0,1.0,22.0,1357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1763.0,0.0,0.0
Bladen-3717ONE STOP DUBLIN,587.0,4.0,18.0,1312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1921.0,0.0,0.0
Bladen-3717ONE STOP EA,517.0,0.0,4.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.0,0.0,0.0
Bladen-3717ONE STOP LIBRARY,2703.0,2.0,59.0,2521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5285.0,0.0,0.0
Bladen-3717OS B-BORO,0.0,0.0,0.0,0.0,139.0,1.0,12.0,115.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,37.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,92.0,0.0,140.0,267.0
Bladen-3717OS DUBLIN,0.0,0.0,0.0,0.0,123.0,1.0,7.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,1.0,6.0,0.0,9.0,0.0,99.0,0.0,182.0,233.0
Bladen-3717OS EA,0.0,0.0,0.0,0.0,254.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0
Bladen-3717OS LIBRARY,0.0,0.0,0.0,0.0,922.0,14.0,20.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,131.0,0.0,0.0,1.0,14.0,4.0,25.0,1.0,251.0,0.0,432.0,1220.0
Bladen-3717P10,117.0,0.0,3.0,141.0,76.0,1.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,34.0,261.0,64.0,108.0
Bladen-3717P15,158.0,1.0,12.0,359.0,111.0,3.0,19.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,95.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,132.0,530.0,238.0,270.0
Bladen-3717P201,60.0,0.0,6.0,185.0,47.0,7.0,11.0,74.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41.0,0.0,0.0,1.0,6.0,0.0,3.0,0.0,58.0,251.0,110.0,139.0
Bladen-3717P202,164.0,0.0,3.0,269.0,109.0,2.0,5.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,61.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,98.0,436.0,170.0,226.0
Bladen-3717P25,168.0,1.0,10.0,191.0,87.0,3.0,2.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,59.0,370.0,81.0,154.0
Bladen-3717P30,143.0,0.0,5.0,68.0,111.0,0.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,216.0,20.0,134.0
Bladen-3717P35,74.0,0.0,2.0,81.0,44.0,0.0,2.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,28.0,157.0,38.0,93.0
Bladen-3717P40,93.0,1.0,7.0,248.0,74.0,3.0,3.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,9.0,0.0,6.0,0.0,120.0,349.0,167.0,155.0
Bladen-3717P45,60.0,0.0,9.0,145.0,28.0,1.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,31.0,214.0,54.0,59.0
Bladen-3717P501,273.0,0.0,4.0,159.0,228.0,3.0,8.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,44.0,0.0,0.0,0.0,10.0,0.0,8.0,0.0,58.0,436.0,125.0,350.0
Bladen-3717P502,150.0,0.0,4.0,94.0,88.0,0.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,50.0,248.0,87.0,138.0
Bladen-3717P55,111.0,0.0,3.0,174.0,83.0,0.0,1.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,31.0,288.0,59.0,112.0
Bladen-3717P60,215.0,0.0,10.0,187.0,138.0,1.0,9.0,77.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,49.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,57.0,412.0,118.0,225.0
Bladen-3717P65,51.0,0.0,7.0,151.0,51.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,47.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,55.0,209.0,116.0,68.0
Bladen-3717P70,60.0,0.0,1.0,97.0,55.0,3.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,12.0,158.0,25.0,80.0
Bladen-3717P75,203.0,0.0,3.0,123.0,156.0,0.0,3.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,29.0,329.0,51.0,212.0
Bladen-3717P80,118.0,0.0,2.0,221.0,74.0,3.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,49.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,74.0,341.0,133.0,131.0
Brunswick-371901,469.0,1.0,20.0,634.0,201.0,1.0,6.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,73.0,0.0,0.0,4.0,11.0,1.0,7.0,1.0,136.0,1124.0,239.0,291.0
Brunswick-371902,1552.0,8.0,115.0,1922.0,432.0,1.0,5.0,243.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,224.0,1.0,1.0,2.0,73.0,2.0,61.0,2.0,350.0,3597.0,730.0,681.0
Brunswick-371903,517.0,2.0,28.0,394.0,165.0,0.0,5.0,89.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,0.0,0.0,1.0,19.0,0.0,17.0,0.0,80.0,941.0,153.0,259.0
Brunswick-371904A,2354.0,10.0,155.0,3146.0,689.0,2.0,4.0,404.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,1.0,410.0,1.0,0.0,4.0,315.0,4.0,196.0,1.0,730.0,5665.0,1676.0,1099.0
